KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
GUI.DECONSTRUCT_LABEL,Demolish,,Abreißen,,Demolisci,Demoler,,,,Снести,Yık,Nedriv,,,,,,破壊,拆除,
GUI.DIALOG.CANCEL_BUTTON,Cancel,,Abbrechen,,Annulla,"Cancelar ",,,,Отмена,,Anuller,,,,,,キャンセル,取消,
GUI.DIALOG.CONFIRM,Confirm,,Bestätigen,,,,,,,,,Bekræft,,,,,,,确认,
GUI.DIALOG.CONFIRM_DELETE_SAVE,Are you sure you wish to delete {{name}}?,,"Bist du sicher, dass du {{name}} löschen willst?",,Sei sicuro di voler cancellare {{name}}?,¿Seguro que quieres eliminar {{name}}?,,,,Вы действительно хотите удалить {{name}} ?,,"Er du sikker på, du vil slette {{name}}?",,,,,,{{name}}を削除してもよろしいですか？,确定删除{{name}}？,
GUI.DIALOG.DISMISS,Dismiss,,Ausblenden,Rejeter,- Mancate,Despedir,Dispensar,,,Уволить,Savmak,Afvis,,Avfärda,,,,非表示,遣散,
GUI.DIALOG.ERROR_ROOM_NAME_ALREADY_EXISTS,A room with that name already exists.,,Ein Raum mit diesem Namen existiert schon.,Une chambre avec ce nom existe déjà.,Una stanza con quel nome esiste già.,Ya existe una habitación con ese nombre.,Já existe uma sala com esse nome.,,,Комната с таким названием уже существует.,Bu isime sahip bir oda zaten var.,Der findes allerede et rum med det navn.,,Ett rum med det namnet finns redan.,,,,その名前のルームは既に存在します。,已存在相同名字的房间。,
GUI.DIALOG.ERROR_SAVE_INCOMPATIBLE,The save file could not be loaded because it is incompatible with this version of the game.,,"Die Datei konnte nicht geladen werden, da sie inkompatibel mit dieser Version des Spiels ist.",Le fichier de sauvegarde n'a pas pu être chargé car il est incompatible avec cette version du jeu.,Impossibile caricare il file di salvataggio perché non è compatibile con questa versione del gioco.,No se pudo cargar el archivo guardado porque no es compatible con esta versión del juego.,O arquivo salvo não pôde ser carregado porque é incompatível com esta versão do jogo.,,,"Не удалось загрузить файл сохранения, поскольку он несовместим с данной версией игры.",Kayıt dosyası oyunun bu versiyonu ile uyumlu olmadığı için yüklenemedi.,"Det gemte spil kunne ikke indlæses, da det er inkompatibelt med denne version af spillet.",,Spara filen kunde inte laddas eftersom den är inkompatibel med den här versionen av spelet.,,,,このバージョンのゲームと互換性がないため、保存ファイルをロードできませんでした。,存档与游戏版本不兼容，无法加载。,
GUI.DIALOG.ERROR_TITLE,An error has occurred,,Ein Fehler ist aufgetreten,Une erreur s'est produite,È stato riscontrato un errore,Ha ocurrido un error,Ocorreu um erro,"Ocorreu um erro ",,Произошла ошибка,Bir hata oluştu.,Der er opstået en fejl,,Ett fel har inträffat,,,,エラーが発生しました,出现错误,
GUI.DIALOG.ERROR_WHILE_LOADING,There was an unexpected error while loading the game.,,Während des Ladens ist ein unerwarteter Fehler aufgetreten.,Une erreur inattendue s'est produite lors du chargement du jeu.,Si è verificato un errore imprevisto durante il caricamento del gioco.,Se produjo un error inesperado al cargar el juego.,Ocorreu um erro inesperado ao carregar o jogo.,,,При загрузке игры произошла непредвиденная ошибка.,Oyunu yüklerken beklenmeyen bir hata oluştu.,Der opstod en uventet fejl under indlæsning af spillet.,,Det var ett oväntat fel när du laddade spelet.,,,,ゲームの読み込み中に予期しないエラーが発生しました。,加载游戏的时候出现了意外错误。,
GUI.DIALOG.ERROR_WHILE_SAVING,There was an unexpected error while saving the game.,,Während des Speicherns ist ein unerwarteter Fehler aufgetreten.,Une erreur inattendue s'est produite lors de la sauvegarde du jeu.,Si è verificato un errore imprevisto durante il salvataggio del gioco.,Se produjo un error inesperado al guardar el juego.,Ocorreu um erro inesperado ao salvar o jogo.,,,При сохранении игры произошла непредвиденная ошибка.,Oyunu kaydederken beklenmeyen bir hata oluştu.,Der opstod en uventet fejl under lagring af spillet.,,Det var ett oväntat fel när du räddade spelet.,,,,ゲームの保存中に予期しないエラーが発生しました。,保存游戏的时候出现了意外错误。,
GUI.DIALOG.HIDE_FURTHER_NOTIFICATIONS,Hide These Notifications,,Diese Benachrichtigungen ausblenden,,,,,,,,,Skjul disse beskeder,,,,,,,隐藏提示,
GUI.DIALOG.INFO_TITLE,Information,,Information,Informations,Informazioni,Información,Informação,,,Информация,Bilgi,Information,,Information,,,,情報,信息,
GUI.DIALOG.JUMP_TO,Go to Location,,Gehe zu,Aller à l'emplacement,Vai alla località,Ir a la ubicación,Ir para o local,,,Перейти к местоположению,Konuma git,Gå til placering,,Gå till plats,,,,その場所へ移動,前往地点,
GUI.DIALOG.LANGUAGE_TRANSLATION_INCOMPLETE,The selected language translation is currently incomplete and will be missing some text. A fallback language will be used.,,Die ausgewählte Übersetzung ist derzeit noch unvollständig und Teile des Textes fehlen. Es wird eine Ausweichsprache verwendet.,La traduction de la langue sélectionnée est actuellement incomplète et il manque du texte. Un langage de secours sera utilisé.,La traduzione della lingua selezionata è attualmente incompleta e mancherà del testo. Verrà utilizzato un linguaggio di fallback.,La traducción del idioma seleccionado está incompleta y le faltará texto. Se utilizará un lenguaje alternativo.,A tradução do idioma selecionado está atualmente incompleta e faltará algum texto. Uma linguagem de fallback será usada.,,,"Выбранный перевод языка в настоящее время неполный, и в нем отсутствует текст. Будет использоваться резервный язык.",Seçilen dilin çevirisi henüz tamamlanmadı ve bazı metinler eksik. Eksik kısımlar yedek dil ile doldurulacak.,Den valgte sprogoversættelse er i øjeblikket ufuldstændig og mangler tekst. Skifter tilbage til et andet sprog.,,Den valda språköversättningen är för närvarande ofullständig och kommer att sakna en del text. Ett reservspråk kommer att användas.,,,,選択された言語の翻訳は現在不完全なため、一部のテキストが欠落しています。 代替言語が使用されます。,所选的本地化目前尚不完整，仍然有部分缺失。将使用备用的语言。,
GUI.DIALOG.MOD_CHANGES_OUTSTANDING,You have selected a different set of mods to be applied to the game. These will be applied when the game is next restarted.,,Du hast neue Mods ausgewählt. Diese werden erst beim nächsten Neustarts des Spiels aktiv.,Vous avez sélectionné un autre ensemble de mods à appliquer au jeu. Celles-ci seront appliquées au prochain redémarrage du jeu.,Hai selezionato una serie diversa di mod da applicare al gioco. Questi verranno applicati al successivo riavvio del gioco.,Has seleccionado un conjunto diferente de mods para aplicar al juego. Estos se aplicarán cuando se reinicie el juego.,Você selecionou um conjunto diferente de mods a serem aplicados ao jogo. Estes serão aplicados quando o jogo for reiniciado da próxima vez.,,,Вы выбрали другой набор модов для применения к игре. Они будут применены при следующем перезапуске игры.,"Oyuna uygulanacak farklı bir mod seti seçtiniz. Bu modlar, oyun yeniden başlatıldığında aktif hale gelecektir.","Du har valgt et andet sæt modifikationer til spillet. Disse vil blive anvendt, efter en genstart af spillet.",,Du har valt en annan uppsättning mods som ska tillämpas på spelet. Dessa kommer att tillämpas när spelet startas nästa gång.,,,,Mod構成が変更されました。変更はゲームの再起動後に有効化されます。,你已选择不同的MOD应用至游戏。重启游戏后会生效。,
GUI.DIALOG.MOD_INCOMPATIBLE,One or more mods are incompatible with this version of the game and have been deactivated. You can check for updates in the mods menu.,,Eine oder mehrere Mods sind mit dieser Version des Spiels nicht kompatibel und wurden deaktiviert. Du kannst im Mods-Menü nach Updates suchen.,Un ou plusieurs mods sont incompatibles avec cette version du jeu et ont été désactivés. Vous pouvez vérifier les mises à jour dans le menu mods.,Una o più mod sono incompatibili con questa versione del gioco e sono state disattivate. Puoi controllare gli aggiornamenti nel menu mod.,Uno o varios mods son incompatibles con esta versión del juego y han sido desactivados. Puede buscar actualizaciones en el menú de mods.,Um ou mais mods são incompatíveis com esta versão do jogo e foram desativados. Você pode verificar se há atualizações no menu mods.,,,Один или несколько модов несовместимы с данной версией игры и были деактивированы. Проверить наличие обновлений можно в меню модов.,Bir veya birden fazla mod oyunun sürümü ile uyumlu değil bu yüzden devre dışı bırakıldı. Güncellemeler için Mod menüsünü kontrol edebilirsin.,En eller flere modifikationer er inkompatible med denne version af spillet og er blevet deaktiveret. Du kan søge efter opdateringer i modifikationsmenuen.,,En eller flera mods är inkompatibla med den här versionen av spelet och har avaktiverats. Du kan söka efter uppdateringar i mods-menyn.,,,,このバージョンと互換性が無いため、無効になっているModがあります。 更新はModメニューで確認することができます。,MOD与游戏版本不兼容，因此无效。你可以在MOD菜单中查看更新。,
GUI.DIALOG.OK_BUTTON,Ok,,OK,OK,Ok,Ok,Ok,Ok,,OK,Tamam,OK,,OKEJ,,,,OK,Ok,
GUI.DIALOG.RENAME_ROOM_TITLE,Rename Room,,Raum umbenennen,Renommer la salle,Rinomina stanza,Cambiar nombre de habitación,Renomear sala,,,Переименовать комнату,Odayı yeniden isimlendir,Omdøb rum,,Byt namn på rum,,,,部屋の名前を変更する,重命名房间,
GUI.DIALOG.RENAME_SETTLER_TITLE,Rename Settler,,Siedler umbenennen,,Rinomina colono,Cambiar nombre del colono,,,,Переименовать поселенца,Vatantaşı yeniden isimlendir,Omdøb bosætter,,,,,,入植者の名前を変更する,重命名殖民者,
GUI.DIALOG.RESTART_REQUIRED,You must restart the game for this change to take effect,,"Damit diese Änderung wirksam wird, muss das Spiel neugestart werden.",Vous devez redémarrer le jeu pour que cette modification prenne effet,È necessario riavviare il gioco affinché questa modifica abbia effetto,Debe reiniciar el juego para que este cambio surta efecto,Você deve reiniciar o jogo para que essa alteração entre em vigor,,,"Вы должны перезапустить игру, чтобы это изменение вступило в силу",Bu değişikliğin gerçekleşmesi için oyunu yeniden başlatman gerekiyor.,"Du skal genstarte spillet, før denne ændring træder i kraft",,Du måste starta om spelet för att ändringen ska träda i kraft,,,,変更を有効にするには、ゲームを再起動する必要があります。,必须重启游戏让变更生效,
GUI.DIALOG.SETTLEMENT_NAME_ALREADY_IN_USE,You already have a saved game for the settlement {{name}}. Starting a new game will overwrite the existing save file. Are you sure you want to continue?,,Du hast bereits einen Speicherstand für die Siedlung {{name}}. Ein neues Spiel wird den existierenden Speicherplatz überschreiben. Bist du sicher,,Hai già una partita salvata per l'insediamento {{name}}. Iniziare una nuova partita sovrascriverà il file di salvataggio esistente. Sei sicuro di voler continuare?,Ya tienes una partida guardada para el asentamiento {{name}}. Empezar una partida nueva sobrescribirá el archivo guardado ¿Está seguro que desea continuar?,,,,"У вас уже есть сохраненная игра для поселения {{name}}. При запуске новой игры существующий файл сохранения будет перезаписан. Вы уверены что хотите продолжить? ",,"Du har allerede et gemt spil med bosættelsen {{name}}. Hvis du starter et nyt spil, vil dette overskrive det eksisterende gemte spil. Er du sikker på at du vil fortsætte?",,,,,,{{name}}の名前でセーブしたゲームが存在します。新しいゲームを開始すると、既存のセーブファイルが上書きされます。続けますか？,你已经拥有殖民地为{{name}}的存档。开始新游戏将覆盖现有的存档。是否继续？,
GUI.DIALOG.SETTLEMENT_NAME_NOT_SPECIFIED,A name for the settlement must be specified.,,Für die Siedlung muss ein Name vergeben werden.,,Deve essere specificato un nome per l'insediamento.,Debe especificar un nombre para el asentamiento.,,,,Необходимо указать название населенного пункта.,,Du skal specificere et navn til din bosættelse.,,,,,,入植地の名前を決める必要があります。,必须制定殖民地的名字。,
GUI.DIALOG.STOCKPILE_MANAGEMENT.TITLE,Stockpile settings,,Lager Einstellungen,,Impostazioni del magazzino,Configuración de las reservas,,,,Настройка хранилища,,Lagerindstillinger,,,,,,貯蔵所の設定:,贮存处设置,
GUI.EMBARK.DISCORD_LINK,Click here to join our Discord community,,Klicke hier um unserer Discord Community beizutreten,,Clicca qui per unirti alla nostra comunità Discord,Haz click aquí para unirte a nuestra comunidad de Discord,,,,Нажмите чтобы присоединиться к нашему сообществу в Discord,,Klik her for at tilslutte dig vores Discord-gruppe.,,,,,,クリックでDiscord communityに加入します,点击此处加入Discord频道,
GUI.EMBARK.MAP_SEED,Random Seed,,Zufallsgenerator,,Seme della mappa:,,,,,,,Tilfældigt kortfrø,,,,,,,随机种子,
GUI.EMBARK.MAP_SIZE,Map Size,,Kartengröße,,,,,,,,,Kortstørrelse,,,,,,,地图尺寸,
GUI.EMBARK.MAP_SIZE.LARGE,Large,,Groß,,,,,,,,,Stor,,,,,,,大,
GUI.EMBARK.MAP_SIZE.MEDIUM,Medium,,Mittel,,,,,,,,,Middel,,,,,,,中,
GUI.EMBARK.MAP_SIZE.SMALL,Small,,Klein,,,,,,,,,Lille,,,,,,,小,
GUI.EMBARK.PEACEFUL_MODE,Peaceful Mode,,Friedlicher Modus,,,,,,,,,Fredelig tilstand,,,,,,,和平模式,
GUI.EMBARK.SETTLEMENT_NAME,Name,,Name,,Nome dell'insediamento:,,,,,,,Navn,,,,,,,名称,
GUI.EMBARK.START,Begin!,,Start!,,Andiamo!,¡Empezar!,,,,Начать!,,Begynd!,,,,,,開始！,开始！,
GUI.EMBARK.TITLE,Choose Kingdom,,Wähle ein Königreich,,Opzioni di imbarco,,,,,,,Vælg kongerige,,,,,,,选择王国,
GUI.EMPTY_CONTAINER_LABEL,Empty,,Leer,,Vuoto,Vacío,,,,Пусто,,Tom,,,,,,空にする,空,
GUI.EMPTY_CONTAINER_LABEL.BEING_ACTIONED,Contents are being emptied.,,Der Inhalt wird geleert.,,Il contenuto viene svuotato.,Vaciando contenidos,,,,"Содержимое опорожняется ",,Indhold bliver tømt.,,,,,,空にしている,正在清空中。,
GUI.EMPTY_CONTAINER_LABEL.HINT,Dump the contents of this container on the ground.,,Schüttet den Inhalt dieses Behälters auf den Boden.,,Scaricate il contenuto di questo contenitore a terra.,Vaciar el contenido en el suelo.,,,,"Вылейте содержимое этого контейнера на землю. ",,Smid indholdet af denne beholder på jorden.,,,,,,この容器の中身を地面に捨てます。,将此容器内的东西放在地上。,
GUI.FURNITURE_ASSIGNED_TO,Assigned to {{name}},,Zugewiesen zu {{name}},Appartient à {{name}},Oggetto assegnato a: {{name}},Asignado a {{name}},Atribuído a {{name}},Atribuição: {{name}},,Принадлежит: {{name}}," {{name}} a atandı",Tildelt til {{name}},,Tilldelas till {{name}},,,,{{name}}に割り当て済,分配给{{name}},
GUI.FURNITURE_BEING_REMOVED,Currently being removed,,Wird gerade entfernt,Retrait en cours,Rimozione in corso,Se está eliminando,Atualmente em remoção,Em remoção,,В процессе удаления,Şuanda kaldırılıyor,Er i øjeblikket ved at blive fjernet,,För närvarande tas bort,,,,撤去しようとしている,正在移除,
GUI.FURNITURE_REQUIREMENT.ALL_MATERIALS,{{amount}} available,,{{amount}} verfügbar,,,,,,,,,{{amount}} tilgængelig,,,,,,,{{amount}}可用,
GUI.FURNITURE_REQUIREMENT.SPECIFIED_MATERIALS,{{amount}} {{material}} available,,{{amount}} {{material}} verfügbar,,,,,,,,,{{amount}} {{material}} tilgængelig,,,,,,,{{amount}} {{material}}可用,
GUI.GRAPHICS.FULLSCREEN,Fullscreen,,Vollbild,Plein écran,Schermo intero,Pantalla completa,Ecrã inteiro,Tela cheia,,Во весь экран,Tam ekran,Fuldskærm,,Helskärm,,,,画面設定,全屏,
GUI.GRAPHICS.RESOLUTION,Resolution,,Auflösung,Résolution,Risoluzione,Resolución,Resolução,Resolução,,Разрешение экрана,Çözünürlük,Opløsning,,Upplösning,,,,解像度,分辨率,
GUI.INVASION_LABEL,Invasion,,Invasion,,,,,,,,,Invasion,,,,,,,入侵,
GUI.KEY_BINDING.DEBUG_FRAME_BUFFER_0,Debug frame buffer 0,,,,,,,,,,,Debug frame buffer 0,,,,,,,,
