KEY,NOTES,ENGLISH,SPANISH
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE.PLURAL,,{{item}} are on fire,{{item}} están en llamas
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION,,{{item}} is being placed for construction,{{item}} está siendo colocado para construcción
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION.PLURAL,,{{item}} are being placed for construction,{{item}} están siendo colocados para construcción
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT,,{{item}} is on an import pallet,{{item}} está en un pallet de entrada
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT.PLURAL,,{{item}} are on an import pallet,{{item}} están en un pallet de entrada
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT,,{{item}} is being moved to an export palle,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT.PLURAL,,{{item}} are being moved to an export pallet,
GUI.RESOURCE_MANAGEMENT.QUANTIFIED_ITEM,,{{quantity}} {{item}},{{quantity}} {{item}}
GUI.RESOURCE_MANAGEMENT.SEARCH,,Search,Buscar
GUI.RESOURCE_MANAGEMENT.SORT_BY,,Sort By,Ordenar por
GUI.RESOURCE_MANAGEMENT.TITLE,,Resources,Recursos
GUI.RESOURCE_MANAGEMENT.TOTAL,,Total,Total
GUI.RESOURCE_MANAGEMENT.UNALLOCATED_LABEL,,Available: {{count}},Disponible: {{count}}
GUI.ROOFING.ADD,,Add,Añadir
GUI.ROOMS_LABEL,,Rooms,Habitaciones
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,Presiona (R) para rotar los muebles
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Guardando...
GUI.SELECT_WEAPON.LABEL,,Select weapon,Selecciona un arma
GUI.SETTINGS.LABEL,,Settings,Configuración
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,Elige una Armadura
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,Elige un Escudo
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,Elige un Arma
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},Felicidad {{happinessValue}}
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,Inmigración
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},La mano principal no puede ser usada. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},La mano secundaria no puede ser usada. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,{{weaponName}} requiere ambas manos para usarse
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},Población Civil {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Población Militar {{militaryCount}} (Military Beds {{militaryBedCount}}) - Población Total {{populationCount}}
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,Civil
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,Militar
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Hauler,Aldeano
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,Buscar
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,Felicidad
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,Militar/Civil
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,Nombre
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,Nivel
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,Ordenar por
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Colonos
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,Efectos de Sonido
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Tamaño de la Interfaz:
GUI.VIEW_MODE.DEFAULT,,Default view,Vista General
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,Vista de Prioridad
GUI.VIEW_MODE.MECHANISMS,,Power view,Vista de Energía
GUI.VIEW_MODE.PIPING,,Piping view,Vista de Tuberías
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,Vista de Tejados
GUI.VIEW_ROADMAP,,View development roadmap,Ver la hoja de ruta de desarrollo
GUI.YEAR_LABEL,,Year {{year}},Año {{year}}

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,Quedándose sobrio
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,Comió una comida bien preparada
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,Sangrando en profusión
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,Llevó un cadáver.
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,Le pilló la lluvia
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,Bajo los efectos del alcohol
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Bebió agua del río
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Muerto de hambre
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Críticamente deshidratado
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,Pilló un cabreo
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Optimista sobre el nuevo asentamiento
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,Se quemó mucho
HAPPINESS_MODIFIER.POISONED,,Poisoned,Envenenado
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Vio un cadáver
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,Durmió bajo la lluvia
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,Durmió bajo la nevada
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,Durmió en una cama cómoda
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Durmió sobre la roca desnuda
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Durmió bajo las estrellas
HAPPINESS_MODIFIER.TITLE,,Happiness:,Felicidad:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Muy hambriento
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Muy sediento
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Extremadamente cansado
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,Trabajó en una habitación cerrada
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,Trabajando bajo la lluvia

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} asignado a {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.","Puedes usar esta vista para colocar tuberías entre las entradas y salidas de agua, así como canales de riego."
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral."
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,El moviliario con entradas o salidas de agua muestra un icóno azul o verde para indicar si se trata de una entrada o una salida de la red.
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Puedes usar esta vista para conectar construcciones que requieren energía con mecanismos fabricados con {{PRODUCT.STONE.GEAR.PLURAL}} y ejes.
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Estos se colocan bajo tierra, así que asegúrate de que tus colonos pueden acceder cada casilla desde el lateral."
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,Las construcciones que requieren o producen energía muestran un icóno rojo o verde para indicar si se trata de una entrada o una salida de la red.
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).","Esta vista te permite ver que casillas están en el exterior, sin un tejado (azul claro), y cuales está a cubierto (marrón oscuro)"
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",Puedes usar las opciones {{GUI.ROOFING.ADD}} y {{GUI.CANCEL_LABEL}} para poner en cola la construcción de tejados y {{GUI.DECONSTRUCT_LABEL}} para eliminar el tejado de cualquier casilla.
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,Un tejado solo puede ser construido a 3 casillas de distancia de una pared o {{FURNITURE.PILLAR}}.
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,Empezar tutorial
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Deshabilitar todos los consejos
HINT.BUTTON.DISMISS,,Dismiss,Descartar
HINT.BUTTON.HINTS_ONLY,,Hints only,Sólo consejos
HINT.BUTTON.NEXT,,Next,Siguiente
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","Puedes usar este menú para cambiar la prioridad de los trabajos y tareas, de modo que los trabajos de mayor prioridad serán asignados antes que los trabajos de menor prioridad."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Mientras el menú de Prioridades está abierto, los iconos de prioridad se muestran en el mapa del juego allá donde haya una tarea que llevar a cabo, o donde una habitación o pieza de mobiliario pueda crear una tarea."
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,Tu asentamiento no dispone de ninguna {{TOOL.AXE}}. No podrás talar más árboles.
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.","Puedes fabricar más hachas en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}}."
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,Tu asentamiento no dispone de ningún {{TOOL.CHISEL}}. Estos son necesarios para la fabricación de mobiliario de piedra.
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.","Puedes fabricar más cinceles en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.STONEMASON_WORKBENCH}}."
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,Tu asentamiento no dispone de ningún {{TOOL.PLANE}}. Estos son necesarios para la fabricación de mobiliario de madera.
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Puedes fabricar más cepillos de carpintero en el {{FURNITURE.CARPENTRY_WORKBENCH}} a partir de {{RESOURCE.PLANKS.NOUN}}.
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,Tu asentamiento no dispone de ninguna {{TOOL.SAW}}. Estas son necesarias para fabricar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}.
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.","Puedes fabricar más sierras en la {{FURNITURE.FORGE}}. Si no tienes una {{FURNITURE.FORGE}} en funcionamiento, es posible que necesites eliminar un {{FURNITURE.WOODCUTTERS_BENCH}} o un {{FURNITURE.CARPENTRY_WORKBENCH}}."
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,Puedes usar esta vista para seleccionar el tipo de arma que un colono mantendrá en su inventario para los combates.
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,Es muy recomendable que asignes un arma a distancia como un {{WEAPON.BOW}} o una {{WEAPON.CROSSBOW}} a aquellos colonos asignados como {{PROFESSION.HUNTER}}.
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,Las armas que no están disponibles se muestran en rojo.
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Haz click en 'Tutorial' para una gía completa sobre los conceptos básicos, 'Sólo consejos ' para saltarte el tutorial pero recibir información a medida que el juego avance o 'Desabilitar todos los consejos' para que no se vuelvan a mostrar estos mensajes."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.","Empieza la partida seleccionando un lugar en el mapa con suficiente espacio y haciendo click en el botón ""{{GUI.EMBARK.START}}""."

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{race.noun}} {{madness.adjective}} "
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{skillLevelDescription.adjective}} {{profession.noun}} {{race.adjective}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Masa
INGREDIENT.FLOUR,,Flour,Harina
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Hogaza
INGREDIENT.LOAF.PLURAL,,Loaves,Hogazas
INGREDIENT.MALT.SACK.NOUN,,Malt,Malta
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,Esto necesita ser molido antes de poder ser utilizado para la fabricación de cerveza.
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Malta molida
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,Esto se utiliza en combinación con agua en una {{FURNITURE.MASH_TUN}} para producir {{LIQUID.WORT}}.
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Germen de hongos
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Gérmenes de hongos
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","También conocido como micelio, esto se puede considerar como 'semillas' de las cuales cultivar hongos en una {{ROOMS.MUSHROOM_FARM}}."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Semilla
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Semillas
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Las semillas del tipo correcto son necesarias para plantar en un {{ROOMS.FARM}}. También deben estar disponibles en una reserva de {{STORINE.GRANARY}}.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),Vegetales (caja)
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),Vegetales (cajas)
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Vegetales (saco)
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),Vegetales (sacos)

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Inventario:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,Disponible: {{quantity}} {{itemType.noun_or_plural}} {{materialType.adjective}}
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,Nada seleccionado
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,Horrible
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much","Este objeto está terriblemente mal hecho, es difícil de usar y no será demasiado valioso"
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,Obra maestra
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way","Claramente, este objeto está hecho por un maestro artesano. Es perfecto en todos los sentidos"
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,Malo
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,Este objeto está mal hecho y estorbará ligeramente a cualquiera que lo use
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,Superior
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use","Este objeto ha sido hecho con gran habilidad, lo que lo hace más valioso y fácil de usar"

ITEM_GROUP.FUEL.PLURAL,,Fuel,Combustible
ITEM_GROUP.PRODUCT.PLURAL,,Products,Productos
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Recursos
ITEM_GROUP.TOOL.PLURAL,,Tools,Herramientas

LANGUAGE.LABEL,,Language,Idioma

LIQUID.BEER.NOUN,,Beer,Cerveza
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Amada por los enanos, dará un sustancioso bonus de felicidad durante un rato. El único problema es que acabarán necesitándola para sobrellevar la jornada laboral."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Mosto cervecero con lúpulo
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,Este es el último paso de cerveza sin fermentar antes de ser puesta en un {{FERMENTATION_TANK}} para obtener cerveza lista para su consumo.
LIQUID.WATER.NOUN,,Water,Agua
LIQUID.WORT.NOUN,,Wort,Mosto cervecero
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Esto es cerveza sin fermentar, necesita {{VEGETABLE.HOPS}} para ser añadido a una {{FURNITURE.BREW_KETTLE}} y así conseguir sabor y aromas antes de que pueda ser fermentada."

MADNESS.BROKEN.ADJECTIVE,,Broken,Abatido
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ",¡Este colono era tan infeliz que ha sido empujado más allá del punto de no retorno y ya no volverá a trabajar o incluso comer!

MATERIAL,Used for specifying which material something is made out of,Material,Material

MATERIAL_TYPE,,Type,Tipo de material
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Cualquiera
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",de tela
MATERIAL_TYPE.CLOTH.NOUN,," ",Tela
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,de tierra
MATERIAL_TYPE.EARTH.NOUN,,Earth,Tierra
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Comida
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Gema
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,de metal
MATERIAL_TYPE.METAL.NOUN,,Metal,Metal
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Mineral
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Otro
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",de cuerda
MATERIAL_TYPE.ROPE.NOUN,," ",Cuerda
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Semilla
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",de piel
MATERIAL_TYPE.SKIN.NOUN,," ",Piel
MATERIAL_TYPE.STONE.ADJECTIVE,,,de piedra
MATERIAL_TYPE.STONE.NOUN,,Stone,Piedra
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,de verduras
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol de
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,de madera
MATERIAL_TYPE.WOOD.NOUN,,Wood,Madera

MEAT.BOAR_MEAT,,Boar,Jabalí
MEAT.CARP_MEAT.NOUN,,Carp,Carpa
MEAT.CARP_MEAT.PLURAL,,Carp,Carpas
MEAT.DEER_MEAT,,Deer,Ciervo
MEAT.DWARF_FLESH,,Dwarf flesh,Carne de enano
MEAT.ELEPHANT_MEAT,,Elephant,Elefante
MEAT.FOX_MEAT,,Fox,Zorro
MEAT.HORSE_MEAT,,Horse,
MEAT.PERCH_MEAT.NOUN,,Perch,Perca
MEAT.PERCH_MEAT.PLURAL,,Perch,Percas
MEAT.PIKE_MEAT.NOUN,,Pike,Lucio
MEAT.PIKE_MEAT.PLURAL,,Pike,Lucios
