KEY,NOTES,ENGLISH,DANISH
RACE.FUNGOLEM,,Fungolem,Fungolem
RACE.HORSE.NOUN,,Horse,Hest
RACE.ORC.MALE_ADJECTIVE,,Orcish,Ork-lignende
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,Ork
RACE.PERCH.NOUN,,Perch,Aborre
RACE.PIKE.NOUN,,Pike,Gedde
RACE.SPIDER,,Spider,Edderkop
RACE.UNDEAD_DWARF,,Undead dwarf,Udød dværg
RACE.WURM,,Wurm,Orm

RESOURCE.BONE.LARGE.NOUN,,Large Bone,Stor knogle
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,Store knogler
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,Medium knogle
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,Medium knogler
RESOURCE.BONE.SMALL.NOUN,,Small Bone,Lille knogle
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,Små knogler
RESOURCE.FLOUR.SACK.NOUN,,Flour,Mel
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Mel
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"Korn, der er formalet til et fint pulver og klar til brug som ingrediens i fremstillingen af fødevarer."
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Utilskåret ædelsten
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Uskårne ædelstene
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,En klump af sten indeholdende ædelstene klar til at blive skåret og poleret.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),Korn (sæk)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),Korn (sække)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,Hampbundt
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,Hampbundter
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,Hampfibrebundt
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,Hampfibrebundter
RESOURCE.LOGS.NOUN,,Log,Træstamme
RESOURCE.LOGS.PLURAL,,Logs,Træstammer
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Del af et træ, der oftest behandles i {{RESOURCE.PLANKS.PLURAL}}, men som også har andre anvendelsesformål."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Støbejern
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Støbejern
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"En metalklump blandet med slagge, der skal hamres til brugbar form."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Bar
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Barrer
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Forædlede metalblokke, klar til brug som ingrediens i håndværk."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plade
RESOURCE.METAL.PLATE.PLURAL,,Plates,Plader
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.","Store, flade plader, der bruges i noget af det større maskineri."
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Træstamme med svampe
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Træstammer med svampe
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,"En træstamme, der er blevet infunderet med {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. Selve træstammen er, hvor svampene trækker næringsstoffer fra. Den kræver dypning i en {{FURNITURE.MUSHROOM_SHOCK_TANK}} efter komplet podning."
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Træstamme med svampe
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Træstammer med svampe
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,"Dele af en kæmpe svamp, der kan bruges på samme måde som {{RESOURCE.LOGS.PLURAL}}."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Knust malm
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Knust malm
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Et metallisk sand skabt ved at nedbryde rå metalmalm, klar til brug i en {{FURNITURE.BLOOMERY_FURNACE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Malm
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Malm
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,"Sten, der indeholder metalmalme, som kan bearbejdes til brugbart metal."
RESOURCE.PLANKS.NOUN,,Plank,Planke
RESOURCE.PLANKS.PLURAL,,Planks,Planker
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Dele af træ af fast størrelse så de let kan bruges i konstruktioner og håndværk.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Træstamme med svampe
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Træstammer med svampe
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Denne svampe-infunderede træstamme er blevet dyppet i vand for at tilskynde svampene til at udvikle sig og bør snart have en høst klar.
RESOURCE.STONE.BLOCK.NOUN,,Block,Blok
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blokke
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,"Sten, der er blevet formet til en kube, så den er let at bruge i konstruktion eller håndværk."
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Grov kampesten
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Grove kampesten
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,"Et stort stykke sten, der skal mejsles til en mere brugbar form af en {{PROFESSION.STONEMASON}}."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),Hvede (sæk)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),Hvede (sække)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,Sække med hvede høstet fra marker tilsået med hvedefrø.

ROOMS.ARMOURY,,Armoury,Våbenkammer
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,Her bliver der lavet våben og rustninger.
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,Håndværkerværksted
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,Her bliver der lavet indviklede genstande.
ROOMS.BAKERY,,Bakery,Bageri
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,"Her bliver der lavet dej, der derefter bliver bagt til brød."
ROOMS.BARRACKS,,Barracks,Kaserne
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,Et sted til medlemmer af militæret hvor de sover og træner.
ROOMS.BEDROOM,,Bedroom,Soveværelse
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,Et sted hvor dine bosættere kan sove.
ROOMS.BREWERY,,Brewery,Bryggeri
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,"Brygger øl, som alle dine bosættere kan nyde!"
ROOMS.BRIDGE,,Bridge,Bro
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Placeret på tværs af floden for at give adgang til den anden side.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Tømrerværksted
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Dette værksted producerer de fleste træværktøjer og genstande.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} af {{total}} pladser i øjeblikket i brug
ROOMS.FARM,,Farm plot,Bondegårdsareal
ROOMS.FARM.PLURAL,,Farm plots,Bondegårdsarealer
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Dyrker afgrøder ved hjælp af {{INGREDIENT.SEEDS.PLURAL}}. Skal placeres på {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Festsal
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Et sted til bosættere hvor de samles for at spise, drikke og være glade!"
ROOMS.FUEL_REFINERY,,Fuel refinery,Brændstofraffinaderi
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,Producerer brændstof af {{RESOURCE.LOGS.PLURAL}} eller {{ORE.BITUMINOUS_COAL.NOUN}}.
ROOMS.GRAVEYARD,,Graveyard,Kirkegård
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Afdøde bosættere bliver her lagt til hvile.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},{{roomName}} #{{number}}
ROOMS.KITCHEN,,Kitchen,Køkken
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,"Det meste mad tilberedes her, før det serveres i en {{ROOMS.FEASTING_HALL}}."
ROOMS.LEATHER_WORKSHOP,,Leatherworks,Læderværksted
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,Laver genstande ud af dyrehuder.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Murerværksted
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Dette værksted producerer de fleste genstande lavet af sten.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Svampemark
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Svampe kan dyrkes ved hjælp af {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} og {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Savværk
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,{{RESOURCE.LOGS.PLURAL}} bliver lavet om til {{RESOURCE.PLANKS.PLURAL}} her.
ROOMS.SMELTERY,,Smeltery,Smelteværk
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,Her bliver metalmalm lavet om til brugbare barrer.
ROOMS.SMITHY,,Smithy,Smedje
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,Bruges til at lave metalværktøj.
ROOMS.STOCKPILE,,Stockpile,Lager
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,Dette område lagrer forskellige genstande afhængig af indstillingerne.
ROOMS.STOCKPILES,,Stockpiles,Lagre
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Ubrugte genstande placeres i lagre for nem adgang.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},{{stockpileGroupName}} {{roomTypeName}}
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,Tekstilværksted
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,Laver {{SEED.HEMP_SEED}} om til tekstiler til forskellig brug.
ROOMS.TRADING_DEPOT,,Trading depot,Handelsdepot
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,Køb og sælg genstande hos besøgende handelsmænd.

ROPE.AGED_ROPE,,Aged,Aldret
ROPE.BRONZED_ROPE,,Bronzed,Bronzet
ROPE.GRAY_ROPE,,Gray,Grå
ROPE.HEMP-ROPE,,Hemp,Hamp
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,Lys

RUSTED_SCRAP.NOUN,,Scrap,Skrot
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,"Dette er hvad der tilbage af en genstand, der er fuldstændig korroderet grundet rust."

SEASON.AUTUMN,,Autumn,I efteråret
SEASON.SPRING,,Spring,i foråret
SEASON.SUMMER,,Summer,om sommeren
SEASON.WINTER,,Winter,om vinteren

SEED.BARLEY_SEED,,Barley,Byg
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Et korn, der kun anvendes til fremstilling af øl. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Bersærker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"En svamp med en pink-rød hætte med hvide prikker. Den har hallucinogene egenskaber, som krigere sommetider bruger i forberedelse til kamp."
SEED.CARROT_SEED,,Carrot,Gulerod
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En hårdfør rodfrugt, der kan overleve frosten {{SEASON.WINTER}}. Gulerødder vokser hurtigt, men producerer kun en lille afgrøde. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Majs
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","En kornsort også kendt som majs. Den producerer en overdådig afgrøde, men er omkring 2 sæsoner om at vokse og kan ikke overleve {{SEASON.WINTER}}, så den kræver plantning tidligt {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Dødsdæksel
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","En meget giftig svamp med en bred, flad hætte. At spise selv en lille mængde vil næsten helt sikkert forårsage forgiftning, som kan føre til døden."
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Denne svamp har en enkel, smagløs smag for de fleste humanoider. Mærkeligt nok smager den helt modbydeligt for alfer, der ofte reagerer med eksplosiv opkastning ved indtagelse eller i ekstreme tilfælde hjerteanfald."
SEED.FIST_SPAWN,,Fist,Knytnæve
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,En sort-blå svamp med en metallisk smag. Den er opkaldt efter en gruppe barder fra den mørke tidsalder.
SEED.GLOW_SPAWN,,Glow,Glød
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,"En magisk-infunderet svamp, der afgiver lys og skifter farve med årstiderne."
SEED.HEMP_SEED,,Hemp,Hamp
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,Bruges til at lave reb og stof efter det er blevet bearbejdet.
SEED.HOPS_SEED,,Hops,Humle
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"En blomst, der anvendes til aromastoffer i øl. Skal plantes {{SEASON.SPRING}}."
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Engang troede man at disse kun eksisterede i Hudds-regionen, men de er nu fundet over hele verden."
SEED.POTATO_SEED,,Potato,Kartoffel
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En stivelsesholdig rodfrugt som kan overleve {{SEASON.WINTER}} og gør den til et godt valg for de fleste bosættelser. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Lillahjelm
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","'Fed Hat', 'Tyk Turban', 'Puffet Hjelm'; Denne sagnomspundne svamp har mange navne. Legenden siger, at der for længe siden, eksisterede mange samfund af dværge, som levede udelukkende på en domesticeret udgave af denne svamp."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"En hvid og sort plettet svamp. Den er kendt for at påvirke udseendet af dem, der indtager den."
SEED.SUNGLOW_SPAWN,,Sunglow,Solglød
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"En lys gul svamp, der lyser med udseendet af sollys. Den mister denne glød, lige så snart den bliver høstet."
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Siruppulver
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","En rund orange/gul svamp med en hvid underside. Den siges at have været brugt af magikere for længe siden, men ingen ved til hvilket formål."
SEED.TOMATO_SEED,,Tomato,Tomat
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"En plante, hvorpå der vokser store røde bær, der ofte bruges som grøntsager. Kan kun plantes {{SEASON.SPRING}}."
SEED.WHEAT_SEED,,Wheat,Hvede
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","En kornsort der almindeligvis anvendes til fremstilling af brød. Den kan overleve {{SEASON.WINTER}}, men den er et stykke tid om at vokse, så den bliver enten plantet {{SEASON.SPRING}} eller {{SEASON.AUTUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Buskads

SKILL.ARCHERY.FEMALE_NOUN,,Archer,Bueskytte
SKILL.ARCHERY.MALE_NOUN,,Archer,Bueskytte
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,Øvet med buer
SKILL.AXES.FEMALE_NOUN,,Axewoman,Øksekvinde
SKILL.AXES.MALE_NOUN,,Axeman,Øksemand
SKILL.AXES.TOOLTIP,,Skill with axes,Øvet med økser
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,Armbrøstkvinde
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,Armbrøstmand
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,Øvet med armbrøster
SKILL.MACES.FEMALE_NOUN,,Hammerer,Hammerkvinde
SKILL.MACES.MALE_NOUN,,Hammerer,Hammermand
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,Øvet med hamre og morgenstjerner
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,Sværdkvinde
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,Sværdmand
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,Øvet med sværd
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,Slagsbror
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,Slagsbror
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,Øvet i ubevæbnet kamp

SKIN.BOAR_HIDE,,Boar,Vildsvin
SKIN.DEER_HIDE,,Deer,Dådyr
SKIN.DWARF_HIDE,,Dwarf,Dværg
SKIN.ELEPHANT_HIDE,,Elephant,Elefant
SKIN.HORSE_HIDE,,Horse,Hest

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Alkoholabstinenser
STATUS.BLEEDING,,Bleeding,Bløder
STATUS.BLINDED,,Blind,Blind
STATUS.DEATH,,Dead,Død
STATUS.DRUNK,,Drunk,Fuld
STATUS.DYING_OF_HUNGER,,Dying of hunger,Dør af sult
STATUS.DYING_OF_THIRST,,Dying of thirst,Dør af tørst
STATUS.EXHAUSTED,,Exhausted,Udmattet
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Indre blødning
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Bevidstløs
STATUS.LOSS_MAIN_HAND,,Loss of main hand,Tab af dominerende hånd
STATUS.LOSS_OFF_HAND,,Loss of off hand,Tab af ikke-dominerende hånd
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Nedsat bevægelighed
STATUS.ON_FIRE,,On fire,I brand
STATUS.POISONED,,Poisoned,Forgiftet
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Midlertidigt blændet
STATUS.VERY_HUNGRY,,Very hungry,Meget sulten
STATUS.VERY_THIRSTY,,Very thirsty,Meget tørstig

STOCKPILE.GROUP.FOOD,,Food,Fødevarer
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Lagrer høstet frugt og høstede grøntsager, der kan udløbe"
STOCKPILE.GROUP.FUEL,,Fuel,Brændstof
STOCKPILE.GROUP.GRANARY,,Granary,Kornmagasin
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,"Lagrer korn og frø, der ikke udløber"
STOCKPILE.GROUP.PRODUCTS,,Products,Produkter
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Råmaterialer
STOCKPILE.GROUP.SEEDS,,Seeds,Frø
STOCKPILE.GROUP.TOOLS,,Tools,Værktøjer
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Lagrer værktøjer nødvendige til at udføre jobs.
STOCKPILE.GROUP.TREASURE,,Treasure,Skatte
STOCKPILE.GROUP.WEAPONS,,Weapons,Våben
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Lagrer våben til brug i kamp.

STONE.BASALT.ADJECTIVE,,Basalt,Basalt
STONE.BASALT.NOUN,,Basalt,Basalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,En magmatisk sten dannet ved hurtig afkøling af lava. Næsten alle vulkanske sten i verden er basalt.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Dolostone
STONE.DOLOSTONE.NOUN,,Dolostone,Dolostone
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","En sedimentær sten der hovedsagelig består af mineralet dolomit, så det er også kendt som dolomitsten."
STONE.FRONITE.ADJECTIVE,,Frónite,Fronit
STONE.FRONITE.NOUN,,Frónite,Fronit
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,En blånuanceret sten mest fundet på en iskold ø mod nord. Den har et højt jernindhold.
STONE.GRANITE.ADJECTIVE,,Granite,Granit
STONE.GRANITE.NOUN,,Granite,Granit
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","En almindelig type magmatisk sten. Den har en stor del kvarts, hvilket gør den god til at lokalisere visse ædelstene."
STONE.LIMESTONE.ADJECTIVE,,Limestone,Kalksten
STONE.LIMESTONE.NOUN,,Limestone,Kalksten
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"En lysfarvet sedimentbjergart, som udgør et godt byggemateriale. Det bruges også som flussmiddel i produktionen af {{METAL.STEEL.NOUN}}."
STONE.MARBLE.ADJECTIVE,,Marble,Marmor
STONE.MARBLE.NOUN,,Marble,Marmor
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,En metamorf sten der bruges som et materiale af høj kvalitet til skulptur og murværk på grund af sit strålende udseende.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Sandsten
STONE.SANDSTONE.NOUN,,Sandstone,Sandsten
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",En sedimentær sten bestående af sandlignende fragmenter.
STONE.SHALE.ADJECTIVE,,Shale,Skiferler
STONE.SHALE.NOUN,,Shale,Skiferler
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,En finkornet sedimentær sten bestående af trykmudder. Det kan let brydes i tynde lag.
STONE.SLATE.ADJECTIVE,,Slate,Skifer
STONE.SLATE.NOUN,,Slate,Skifer
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,"En metamorf sten, der normalt dannes ud af {{STONE.SHALE.NOUN}}. Det bliver ofte lavet til fliser til tagdækning eller skrivning."

TOOL.AXE.NOUN,,Axe,Økse
TOOL.AXE.PLURAL,,Axes,Økser
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Bruges til at fælde træer. Det primære værktøj for en {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Mejsel
TOOL.CHISEL.PLURAL,,Chisels,Mejsler
