KEY,NOTES,ENGLISH,GERMAN
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,Zum Rotieren der Möbel (R) drücken
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Spiel wird gespeichert…
GUI.SELECT_WEAPON.LABEL,,Select weapon,Waffe auswählen
GUI.SETTINGS.LABEL,,Settings,Einstellungen
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,Rüstung wählen
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,Schild wählen
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,Waffe wählen
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},Zufriedenheit {{happinessValue}}
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,Einwanderung
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},Die Haupthand kann nicht verwendet werden. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},Die Nebenhand kann nicht verwendet werden. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,Die {{weaponName}} erfordert zwei Hände zum Gebrauch
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},Zivilbevölkerung {{civilianCount}} (Zivilbetten {{civilianBedCount}}) - Militärbevölkerung {{militaryCount}} (Militärbetten {{militaryBedCount}}) - Gesamtbevölkerung {{populationCount}}
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,Zivilist
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,Militär
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Hauler,Dorfbewohner
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,Suche
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,Zufriedenheit
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,Militär/Zivilist
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,Name
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,Fähigkeitenlevel
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,Sortieren nach
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Siedler
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,Sound-Effekte
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Interfacegröße
GUI.VIEW_MODE.DEFAULT,,Default view,Standardansicht
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,Prioritätsansicht
GUI.VIEW_MODE.MECHANISMS,,Power view,Energie-Ansicht
GUI.VIEW_MODE.PIPING,,Piping view,Rohrleitungsansicht
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,Dachansicht
GUI.VIEW_ROADMAP,,View development roadmap,Entwicklungsroadmap anschauen
GUI.YEAR_LABEL,,Year {{year}},Jahr {{year}}

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,Wird gerade nüchtern
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,Hat eine gute Mahlzeit gegessen
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,"Stark blutend "
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,Trug einen toten Körper
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,War draußen im Regen
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,Unter Alkoholeinfluss
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Trank Flusswasser
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Am Verhungern
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Am Verdursten
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,Hatte einen Wutanfall
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Optimistisch wegen neuer Siedlung
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,Hat sich schwer verbrannt
HAPPINESS_MODIFIER.POISONED,,Poisoned,Vergiftet
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Sah einen toten Körper
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,Musste im Regen schlafen
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,Musste im Schee schlafen
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,Schlief in einem bequemen Bett
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Schlief auf rauem Boden
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Schlief unter den Sternen
HAPPINESS_MODIFIER.TITLE,,Happiness:,Zufriedenheit:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Sehr hungrig
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Sehr durstig
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Extrem müde
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,Arbeitete in einen abgeschlossenen Raum
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,Hat im Regen gearbeitet

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} zugewiesen an {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",In dieser Ansicht können Sie Rohre zwischen Flüssigkeits Ein/Ausgängen sowie Bewässerungskanälen verlegen.
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld  von der Seite erreichen können."
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,"Möbel mit einem Flüssigkeits Ein-oder Ausgang zeigen ein blaues oder grünes Symbol an, das anzeigt, ob es sich um einen Eingang oder Ausgang zum Netzwerk handelt."
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,"Verwenden Sie diese Ansicht, um Konstruktionen, die Strom benötigen, mit Mechanismen aus Zahnrädern und Wellen zu verknüpfen."
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Diese werden unter der Erde platziert, also stellen Sie sicher, dass Ihre Siedler jedes Feld von der Seite erreichen können."
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,"Anlagen, die Strom benötigen oder produzieren, zeigen ein rotes oder grünes Symbol an, das anzeigt, wo der Eingang oder Ausgang zum Netzwerk ist."
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).","In dieser Ansicht können Sie erkennen, welche Ziegel draußen ohne Dach sind (hellblau) und welche mit einem Überdach (dunkelbraun)."
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.","Sie können die Optionen {{GUI.ROOFING.ADD}} und {{GUI.CANCEL_LABEL}} verwenden, um Dachkonstruktionen in die Warteschlange zu stellen, und {{GUI.DECONSTRUCT_LABEL}}, um vorhandene Dachziegel zu entfernen."
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,Ein Dach kann nur innerhalb von 3 Ziegeln um eine Wand oder einen Stützpfeiler gebaut werden.
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,Tutorial anfangen
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Alle Hinweise deaktivieren
HINT.BUTTON.DISMISS,,Dismiss,Ausblenden
HINT.BUTTON.HINTS_ONLY,,Hints only,Nur Hinweise
HINT.BUTTON.NEXT,,Next,Weiter
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","In diesem Menü können Sie die Priorität von Jobs und Aufgaben ändern, sodass Jobs mit höherer Priorität vor Jobs mit niedrigerer Priorität zugewiesen werden."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Während das Prioritätsmenü geöffnet ist, werden die Prioritätssymbole in der Spielwelt dort angezeigt, wo ein Job oder eine Aufgabe ausgeführt werden muss oder wo ein Raum oder ein Möbelstück in Zukunft Jobs schaffen könnte."
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,In deiner Siedlung ist keine Axt mehr verfügbar. Sie können keine Bäume mehr fällen.
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.","Weitere Äxte können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise einen Holzfällerwerkbank entfernen."
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,"In Ihrer Siedlung ist kein Meißel mehr verfügbar. Dies ist erforderlich, um Steinmöbel herzustellen."
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.","Weitere Meißel können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise eine Steinmetzwerkbank entfernen."
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,"In deiner Siedlung ist kein Hobel mehr verfügbar. Dies ist erforderlich, um Holzmöbel herzustellen."
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Weitere Hobel können in der Tischlerwerkbank aus Brettern hergestellt werden.
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,"In Ihrer Siedlung ist keine Säge mehr verfügbar. Dies ist erforderlich, um eine Holzfäller- oder Tischlerwerkbank zu bauen."
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.","Weitere Sägen können in der Schmiede hergestellt werden. Wenn Sie keine Schmiede in Betrieb haben, müssen Sie möglicherweise eine Holzfäller- oder Tischlerwerkbank entfernen."
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,"Verwenden Sie diese Ansicht, um einen Waffentyp auszuwählen, den der Siedler im Falle eines Kampfes in seinem Inventar behält."
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,"Es wird dringend empfohlen, den Siedlern, die als Jäger zugewiesen wurden, eine Fernkampfwaffe wie Bogen oder Armbrust zuzuweisen."
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,"Waffen, die nicht zur Verfügung stehen, werden rot angezeigt."
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Klicken Sie auf ""Tutorial"", um durch die Grundlagen geführt zu werden, ""Nur Hinweise"", um das Tutorial zu überspringen, aber während des Spielens mit Informationen versorgt zu werden, oder auf ""Alle Hinweise deaktivieren"", um diese Meldungen nicht mehr anzuzeigen."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.","Starten Sie das Spiel, indem Sie einen Ort mit ausreichend Platz auf der Karte auswählen und auf die Schaltfläche '{{GUI.EMBARK.START}}' klicken."

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{race.adjective}} {{profession.noun}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Teig
INGREDIENT.FLOUR,,Flour,Mehl
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Laib
INGREDIENT.LOAF.PLURAL,,Loaves,Laibe
INGREDIENT.MALT.SACK.NOUN,,Malt,Malz
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,"Dieser muss gemahlen werden, bevor er zum Brauen verwendet werden kann."
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Gemahlenes Malz
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,"Dies wird mit Wasser in einem Maischebottich kombiniert, um Stammwürze zu produzieren."
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Pilzkultur
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Pilzkulturen
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Auch bekannt als Myzel, die man sich als 'Samen' vorstellen kann, um Pilze in einer Pilzfarm zu züchten."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Samen
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Samen
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Für die Auspflanzung in einer Farm ist Saatgut der richtigen Art erforderlich. Es muss auch in einem Getreidespeicher verfügbar sein.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),Gemüse (Kiste)
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),Gemüse (Kiste)
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Gemüse (Sack)
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),Gemüse (Sack)

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Inventar:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} vorhanden
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}} {{itemType.noun_or_plural}} aus {{materialType}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,Keine ausgewählt
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,Schrecklich
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much","Dieser Artikel ist furchtbar gemacht, schwierig zu bedienen und würde nicht viel wert sein"
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,Meisterwerk
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way","Dieser Artikel wurde eindeutig von einem Handwerksmeister hergestellt, er ist in jeder Hinsicht ideal"
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,Schlecht
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,"Dieser Artikel ist schlecht gemacht und wird jeden, der ihn benutzt, leicht behindern"
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,Überlegen
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use","Dieser Gegenstand wurde mit großer Kunstfertigkeit hergestellt, wodurch er wertvoller und einfacher zu benutzen ist."

ITEM_GROUP.FUEL.PLURAL,,Fuel,Brennstoff
ITEM_GROUP.PRODUCT.PLURAL,,Products,Produkte
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Ressourcen
ITEM_GROUP.TOOL.PLURAL,,Tools,Werkzeuge

LANGUAGE.LABEL,,Language,Sprache

LIQUID.BEER.NOUN,,Beer,Bier
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Von Zwergen geliebt, wird dies für eine Weile für eine beträchtlichen Glücksbonus sorge. Das einzige Problem ist, dass sie es irgendwann dringend brauchen werden, um den Arbeitstag zu überstehen."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Hopfenwürze
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,"Dies ist die letzte Stufe von unvergorenem Bier, bevor es in einen Gärtank gefüllt wird, um trinkbares Bier herzustellen."
LIQUID.WATER.NOUN,,Water,Wasser
LIQUID.WORT.NOUN,,Wort,Stammwürze
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Dies ist nicht vergorenes Bier, es muss Hopfen in einem Braukessel für den Geschmack hinzugefügt werden, bevor es vergoren werden kann."

MADNESS.BROKEN.ADJECTIVE,,Broken,Gebrochen
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ","Dieser Siedler war so unglücklich, dass er über seine Belastungsgrenzen hinaus getrieben wurde und nicht mehr arbeiten oder gar essen wird!"

MATERIAL,Used for specifying which material something is made out of,Material,Material

MATERIAL_TYPE,,Type,Art
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Beliebig
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",Stoff
MATERIAL_TYPE.CLOTH.NOUN,," ",Stoff
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Erde
MATERIAL_TYPE.EARTH.NOUN,,Earth,Erde
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Nahrung
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Edelstein
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,Metall
MATERIAL_TYPE.METAL.NOUN,,Metal,Metall
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Erz
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Anderes
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",Seil
MATERIAL_TYPE.ROPE.NOUN,," ",Seil
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Samen
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",Haut
MATERIAL_TYPE.SKIN.NOUN,," ",Haut
MATERIAL_TYPE.STONE.ADJECTIVE,,,Stein
MATERIAL_TYPE.STONE.NOUN,,Stone,Stein
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Gemüse
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,Holz
MATERIAL_TYPE.WOOD.NOUN,,Wood,Holz

MEAT.BOAR_MEAT,,Boar,Wildschwein
MEAT.CARP_MEAT.NOUN,,Carp,Karpfen
MEAT.CARP_MEAT.PLURAL,,Carp,Karpfen
MEAT.DEER_MEAT,,Deer,Hirsch
MEAT.DWARF_FLESH,,Dwarf flesh,Zwergenfleisch
MEAT.ELEPHANT_MEAT,,Elephant,Elefant
MEAT.FOX_MEAT,,Fox,Fuchs
MEAT.PERCH_MEAT.NOUN,,Perch,Barsch
MEAT.PERCH_MEAT.PLURAL,,Perch,Barsche
MEAT.PIKE_MEAT.NOUN,,Pike,Hecht
MEAT.PIKE_MEAT.PLURAL,,Pike,Hechte

MECHANISM.FURNITURE.CONSUMING_POWER,,Working - consuming {{power}} power,Arbeitet - verbraucht {{power}} Energie
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER,,Working very slowly - not enough power,Arbeiten sehr langsam - nicht genug Energie
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,Diese Möbel benötigen einen unterirdischen Anschluss an einen Energieerzeuger wie z. B. Eine Windmühle oder ein Wasserrad.
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,Arbeitet - produziert {{power}} Energie
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,"Muss im Freien sein, um richtig zu funktionieren"
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,Deaktiviert - nicht genügend Energie!
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,Diese Möbel benötigen einen unterirdischen Anschluss an einen Energieerzeuger wie z. B. einer Windmühle oder einem Wasserrad.
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,Deaktiviert – an einen unterirdischen Stromanschluss anschließen!
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,Diese Möbel benötigen einen unterirdischen Stromanschluss - siehe die Option {{GUI.BUILD.POWER}} im Menü {{GUI.BUILD_LABEL}}.
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,Getriebemontage
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,Diese Vorrichtung verbindet mechanische Kraft in alle 4 Richtungen.
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,Welle
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,Eine Holzwelle verbindet eine mechanische Kraft in 2 Richtungen.

MENU.CONTINUE_GAME,,Continue,Spiel fortsetzen
MENU.CREDITS,,Credits,Credits
MENU.JOIN_DISCORD,,Join Discord,Discord beitreten
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,Twitch verlinken
MENU.LOAD_GAME,,Load,Spiel laden
MENU.MODS,,Mods,Mods
MENU.NEW_GAME,,New Game,Neues Spiel beginnen
MENU.OPTIONS,,Options,Optionen
MENU.QUIT,,Quit,Beenden
MENU.SAVE_AND_QUIT,,Save & Quit,Speichern & Beenden
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Vollbildschirm einstellen
