KEY,NOTES,ENGLISH,JAPANESE
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,ヘビーでメタリックな味がする、黒と青のキノコです。暗黒の時代には、この名前を冠した吟遊詩人の一団がいたと言われています。
SEED.GLOW_SPAWN,,Glow,グロー
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,ひとりでに光を放ち、しかも季節ごとに色が変わる不思議なキノコです。
SEED.HEMP_SEED,,Hemp,アサ
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,ロープや布地の製造に利用できる植物です。
SEED.HOPS_SEED,,Hops,ホップ
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,ビールの香り付けに使われる花です。植えるのは{{SEASON.SPRING}}でなければなりません。
SEED.MILTONIA_SPAWN,,Miltonia,ミルトニア
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.",かつてはハッズ地方にしか存在しないと考えられていましたが、今では世界中で見られるようになりました。
SEED.POTATO_SEED,,Potato,ジャガイモ
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",{{SEASON.WINTER}}を越すことができるデンプン質が豊富な根菜で、ほとんどの入植地で栽培に適しています。{{SEASON.SPRING}}、{{SEASON.SUMMER}}もしくは{{SEASON.AUTUMN}}に植えられます。
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,パープルヘルメット
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.",ふとっちょ帽子、ぽっこりターバン、ふわふわ兜…このキノコは色々な愛称で呼ばれます。伝説によれば遠い昔、多くのドワーフの集落が栽培されたこのキノコだけで食を賄っていたということです。
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,ロキオミコッタ
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,白と黒の斑点があるキノコです。食べた人の容姿に影響を与える作用があることが知られています。
SEED.SUNGLOW_SPAWN,,Sunglow,サングロー
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,太陽の光を浴びて輝く明るい黄色のキノコです。 収穫された瞬間に輝きは失われます。
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,シロップパウダー
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",表はオレンジや黄色、裏側は白い丸いキノコです。遠い昔には魔術師が使っていたと言われています。何のために使っていたのかまでは伝わっていませんが。
SEED.TOMATO_SEED,,Tomato,トマト
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,野菜として食べられる大きな赤い実をつける植物です。{{SEASON.SPRING}}に植えられます。
SEED.WHEAT_SEED,,Wheat,小麦
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",この穀物はふつうパン作りに使われます。{{SEASON.WINTER}}でも枯れずに残りますが、生育が遅くなります。そのため{{SEASON.SPRING}}か{{SEASON.AUTUMN}}に植えられます。

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,藪

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,酔いが醒めた
STATUS.BLEEDING,,Bleeding,出血
STATUS.BLINDED,,Blind,盲目
STATUS.DEATH,,Dead,死亡
STATUS.DRUNK,,Drunk,飲酒
STATUS.DYING_OF_HUNGER,,Dying of hunger,飢餓
STATUS.DYING_OF_THIRST,,Dying of thirst,脱水症状
STATUS.EXHAUSTED,,Exhausted,疲労
STATUS.INTERNAL_BLEEDING,,Internal bleeding,大量出血
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,意識不明
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,移動阻害
STATUS.ON_FIRE,,On fire,炎上
STATUS.POISONED,,Poisoned,中毒
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,一時的な盲目
STATUS.VERY_HUNGRY,,Very hungry,空腹
STATUS.VERY_THIRSTY,,Very thirsty,渇き

STOCKPILE.GROUP.FOOD,,Food,生鮮食品
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,消費期限のある果物や野菜を保存します。
STOCKPILE.GROUP.FUEL,,Fuel,燃料
STOCKPILE.GROUP.GRANARY,,Granary,穀物
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,消費期限のない穀物や種子を保存します。
STOCKPILE.GROUP.PRODUCTS,,Products,製造品
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,素材
STOCKPILE.GROUP.SEEDS,,Seeds,種
STOCKPILE.GROUP.TOOLS,,Tools,道具
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,作業に必要な道具を保管します。
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,武器
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,武器を保管します。

STONE.BASALT.ADJECTIVE,,Basalt,玄武岩の
STONE.BASALT.NOUN,,Basalt,玄武岩
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,溶岩が急速に冷却されてできた火成岩です。世界中の火山の岩は、そのほとんどが玄武岩です。
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,苦灰岩の
STONE.DOLOSTONE.NOUN,,Dolostone,苦灰岩
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.",主にドロマイトという鉱物でできている堆積岩で、そのためドロマイト岩とも呼ばれます。
STONE.FRONITE.ADJECTIVE,,Frónite,閃青岩の
STONE.FRONITE.NOUN,,Frónite,閃青岩
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,閃青岩は主に北方の氷に閉ざされた島で産出される青みがかった岩石です。鉄分を多く含んでいます。
STONE.GRANITE.ADJECTIVE,,Granite,花崗岩の
STONE.GRANITE.NOUN,,Granite,花崗岩
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",よくある火成岩です。石英の割合が多く、特定の宝石を探すのに適しています。
STONE.LIMESTONE.ADJECTIVE,,Limestone,石灰岩の
STONE.LIMESTONE.NOUN,,Limestone,石灰岩
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,淡い色をした堆積岩で、建築材料に適しています。また、{{METAL.STEEL.NOUN}}を製造する際の融剤としても使われます。
STONE.MARBLE.ADJECTIVE,,Marble,大理石の
STONE.MARBLE.NOUN,,Marble,大理石
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,この変成岩は美しい外観のため、彫刻や石細工に最適な素材として珍重されます。
STONE.SANDSTONE.ADJECTIVE,,Sandstone,砂岩の
STONE.SANDSTONE.NOUN,,Sandstone,砂岩
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",砂のような断片からなる堆積岩です。
STONE.SHALE.ADJECTIVE,,Shale,頁岩の
STONE.SHALE.NOUN,,Shale,頁岩
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,加圧された泥からなる細粒の堆積岩です。ページをめくるように、簡単に薄い層に分けることができます。
STONE.SLATE.ADJECTIVE,,Slate,粘板岩の
STONE.SLATE.NOUN,,Slate,粘板岩
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,通常{{STONE.SHALE.NOUN}}から形成される変成岩です。屋根や文字を書くための黒板としてよく使われます。

TOOL.AXE.NOUN,,Axe,斧
TOOL.AXE.PLURAL,,Axes,
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,木を切り倒すのに使います。{{PROFESSION.WOODCUTTER}}に必要な道具です。
TOOL.CHISEL.NOUN,,Chisel,ノミ
TOOL.CHISEL.PLURAL,,Chisels,
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,岩石を彫り、形を整えるのに用います。{{PROFESSION.STONEMASON}}が使う道具のひとつです。
TOOL.FISHING.ROD.NOUN,,Fishing rod,釣り竿
TOOL.FISHING.ROD.PLURAL,,Fishing rods,
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,魚を釣るために使います。{{PROFESSION.FISHER}}が持つべきものです。
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,包丁
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.",食材、特に肉を調理する際に使います。
TOOL.LARGE.HAMMER.NOUN,,Large hammer,大槌
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,石や金属などの大きなものを叩いて形を整えるのに使います。{{PROFESSION.BLACKSMITH}}の仕事道具です。
TOOL.PICKAXE.NOUN,,Pickaxe,つるはし
TOOL.PICKAXE.PLURAL,,Pickaxes,
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,岩を砕くのに使います。 {{PROFESSION.MiNER}}の持ち物です。
TOOL.PLANE.NOUN,A carpenter's plane,Plane,かんな
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,木造建築や木製品の形を整えるのに使います。{{PROFESSION.CARPENTER}}の道具です。
TOOL.ROLLING.PIN.NOUN,,Rolling pin,麺棒
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,生地を作るのに使います。{{PROFESSION.CHEF}}の道具のひとつです。
TOOL.SAW.NOUN,A carpenter's saw,Saw,ノコギリ
TOOL.SAW.PLURAL,A carpenter's saw,Saws,
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,材木を切ったり形を整えるために使います。{{ROOMS.SAWMILL}}が必要とします。
TOOL.SMALL.HAMMER.NOUN,,Hammer,ハンマー
TOOL.SMALL.HAMMER.PLURAL,,Hammers,
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,小さな石や金属を叩いて形を整えるのに使います。{{PROFESSION.BLACKSMITH}}道具のひとつです。
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,トング
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,赤熱した金属をつかむために使用されます。金属や鉱石を溶融する時に必要になります。

TREASURE.COIN.NOUN,,Coin,
TREASURE.COIN.PLURAL,,Coins,
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,
TREASURE.GEM.NOUN,,Gem,
TREASURE.GEM.PLURAL,,Gems,
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}}の木

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.",
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.",
TUTORIAL.COMPLETED.D,,Good luck!,
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.",
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.",
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.",
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.",
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.",
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.",
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,箇所の作物の割り当てられた{{ROOMS.FARM.PLURAL}}　
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,"割り当てられた{{professionPlural}} "
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},"目標: {{requiredQuantity}} {{targetDescription}}　現在:{{currentQuantity}} "
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,タイルの{{roomName}}
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.",
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,進行状況は深夜に自動的に保存され、ゲームを終了したときにも保存されます。F5キーを押してクイックセーブすることもできます。
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,
TUTORIAL.SHOW_LABEL,,Show Tutorial,
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,

VEGETABLE.BARLEY,,Barley,大麦
VEGETABLE.BARLEY.PLURAL,,Barley,大麦
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",ビールの製造にのみ利用できる穀物です。植えられる時期は{{SEASON.SPRING}}、{{SEASON.SUMMER}}および{{SEASON.AUTUMN}}です。
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,ベルセルクマッシュルーム
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,ベルセルクマッシュルーム
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,ピンク色の傘に白い斑点のあるキノコです。幻覚作用があり、戦士が戦いの前に使う薬物として用いられます。
VEGETABLE.CARROT,,Carrot,ニンジン
VEGETABLE.CARROT.PLURAL,,Carrots,ニンジン
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",ニンジンは{{SEASON.WINTER}}の霜にも耐える丈夫な根菜です。成長が早いものの少量しか収穫できません。植え付け時期は{{SEASON.SPRING}}、{{SEASON.SUMMER}}および{{SEASON.AUTUMN}}です。
VEGETABLE.CORN,,Sweetcorn,トウモロコシ
VEGETABLE.CORN.PLURAL,,Sweetcorn,トウモロコシ
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",トウモロコシからは豊かな収穫が得られます。しかし栽培には2季節かかり、{{SEASON.WINTER}}の寒さには耐えられないので、{{SEASON.SPRING}}の早い時期に植え付ける必要があります。
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,デスキャップマッシュルーム
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,デスキャップマッシュルーム
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",幅広で平らな傘を持つ猛毒のキノコです。少し食べればほぼ確実に中毒を起こし、死に至ります。
VEGETABLE.DRAGONFRUIT,,Dragonfruit,ドラゴンフルーツ
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,ドラゴンフルーツ
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,エルフスベインマッシュルーム
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,エルフスベインマッシュルーム
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.",このキノコは、ほとんどの人間と亜人間にとっては味のないただのキノコです。不思議なことにエルフには生理的に受け付けない味で、食べると凄い勢いで嘔吐しますし、ひどい場合には心臓発作を起こすこともあります。
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,フィストマッシュルーム
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,フィストマッシュルーム
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,ヘビーでメタリックな味がする、黒と青のキノコです。暗黒の時代には、この名前を冠した吟遊詩人の一団がいたと言われています。
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,グローマッシュルーム
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,グローマッシュルーム
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,ひとりでに光を放ち、しかも季節ごとに色が変わる不思議なキノコです。
VEGETABLE.HEMP,,Hemp,麻
VEGETABLE.HEMP.PLURAL,,Hemp,麻
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,{{ROOMS.TEXTILE_WORKSHOP}}で役に立つ材料に加工できます。
