KEY,NOTES,ENGLISH,KOREAN
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,
STATUS.BLEEDING,,Bleeding,
STATUS.BLINDED,,Blind,
STATUS.DEATH,,Dead,
STATUS.DRUNK,,Drunk,
STATUS.DYING_OF_HUNGER,,Dying of hunger,
STATUS.DYING_OF_THIRST,,Dying of thirst,
STATUS.EXHAUSTED,,Exhausted,
STATUS.INTERNAL_BLEEDING,,Internal bleeding,
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,
STATUS.ON_FIRE,,On fire,
STATUS.POISONED,,Poisoned,
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,
STATUS.VERY_HUNGRY,,Very hungry,
STATUS.VERY_THIRSTY,,Very thirsty,

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,

STONE.BASALT.ADJECTIVE,,Basalt,현무암
STONE.BASALT.NOUN,,Basalt,현무암
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,용암의 급속 냉각에 의해 형성된 화성암. 세계의 거의 모든 화산암은 현무암입니다.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,돌로스톤
STONE.DOLOSTONE.NOUN,,Dolostone,돌로스톤
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.",퇴적암은 대부분 광물 백운석으로 이루어져 있으므로 백운석 바위로도 알려져 있습니다.
STONE.FRONITE.ADJECTIVE,,Frónite,프론나이트
STONE.FRONITE.NOUN,,Frónite,프론나이트
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,북쪽의 얼음 섬에서 주로 발견되는 푸른 색의 바위입니다. 그것은 높은 철 함량을 가지고 있습니다.
STONE.GRANITE.ADJECTIVE,,Granite,화강암
STONE.GRANITE.NOUN,,Granite,화강암
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",화성암의 일반적인 유형. 석영이 많기 때문에 특정 원석을 찾는 데 좋습니다.
STONE.LIMESTONE.ADJECTIVE,,Limestone,석회암
STONE.LIMESTONE.NOUN,,Limestone,석회암
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,좋은 건축 자재를 만드는 밝은 색의 퇴적암입니다. 또한 {{METAL.STEEL.NOUN}} 의 생산에 플럭스로서 사용된다.
STONE.MARBLE.ADJECTIVE,,Marble,대리석
STONE.MARBLE.NOUN,,Marble,대리석
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,화려한 외관으로 조각과 석조물의 고품질 소재로 사용되는 변성암입니다.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,사암
STONE.SANDSTONE.NOUN,,Sandstone,사암
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",모래와 같은 파편으로 이루어진 퇴적암입니다.
STONE.SHALE.ADJECTIVE,,Shale,셰일
STONE.SHALE.NOUN,,Shale,셰일
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,가압 진흙으로 이루어진 세밀한 퇴적암입니다. 얇은 층으로 쉽게 나눌 수 있습니다.
STONE.SLATE.ADJECTIVE,,Slate,슬레이트
STONE.SLATE.NOUN,,Slate,슬레이트
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,일반적으로 {{STONE.SHALE.NOUN}} 에서 형성되는 변성암입니다. 그것은 종종 루핑이나 쓰기를 위해 타일로 만들어집니다.

TOOL.AXE.NOUN,,Axe,도끼
TOOL.AXE.PLURAL,,Axes,
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,나무를 자르는 데 사용됩니다. {{전문 나무꾼}} 의 기본 도구입니다.
TOOL.CHISEL.NOUN,,Chisel,끌
TOOL.CHISEL.PLURAL,,Chisels,
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,바위를 모양으로 조각하는 데 사용됩니다. {{PROFESSION.STONEMASON}} 에서 사용하는 도구 중 하나입니다.
TOOL.FISHING.ROD.NOUN,,Fishing rod,낚싯대
TOOL.FISHING.ROD.PLURAL,,Fishing rods,
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,물속에서 물고기를 잡는 데 사용됩니다. {{전문 피셔}} 의 기본 도구입니다.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,주방 나이프
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","음식, 특히 고기를 준비하는 데 사용됩니다."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,대형 해머
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,돌과 금속의 큰 항목을 모양으로 강타하는 데 사용됩니다. {{PROFESSION.BLACKSMITH}} 의 기본 도구입니다.
TOOL.PICKAXE.NOUN,,Pickaxe,곡괭이
TOOL.PICKAXE.PLURAL,,Pickaxes,
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,돌을 작은 조각으로 나누는 데 사용됩니다. {{PROFESSION.MiNER}} 의 기본 도구입니다.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,비행기
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,목재 가구 및 품목을 모양으로 면도하는 데 사용됩니다. {{PROFESSION.CARPENTER}} 의 기본 도구입니다.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,롤링 핀
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,반죽을 준비하는 데 사용됩니다. {{PROFESSION.CHEF}} 에서 사용하는 도구 중 하나입니다.
TOOL.SAW.NOUN,A carpenter's saw,Saw,톱
TOOL.SAW.PLURAL,A carpenter's saw,Saws,
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,나무를 모양으로 자르는 데 사용됩니다. {{ROOMS.SAWMILL}} 에서 목재를 절단하는 데 필요합니다.
TOOL.SMALL.HAMMER.NOUN,,Hammer,망치
TOOL.SMALL.HAMMER.PLURAL,,Hammers,
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,돌과 금속의 작은 항목을 모양으로 강타하는 데 사용됩니다. {{PROFESSION.BLACKSMITH}} 에서 사용하는 도구 중 하나입니다.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,집게
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,매우 뜨거운 금속 품목을 보관하는 데 사용됩니다. 금속 광석을 제련하는 과정에서 사용됩니다.

TREASURE.COIN.NOUN,,Coin,
TREASURE.COIN.PLURAL,,Coins,
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,
TREASURE.GEM.NOUN,,Gem,
TREASURE.GEM.PLURAL,,Gems,
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{재료 유형.명사}} 나무

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.",
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.",
TUTORIAL.COMPLETED.D,,Good luck!,
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.",
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.",
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.",
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.",
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.",
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.",
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,농작물이 할당된 {{ROOMS.FARM.PLURAL}}
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} 이 (가) 할당되었습니다.
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{필수 수량}} {{대상 설명}} 의 {{현재 수량}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{룸 이름}} 타일
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.",
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,
TUTORIAL.SHOW_LABEL,,Show Tutorial,
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,

VEGETABLE.BARLEY,,Barley,보리
VEGETABLE.BARLEY.PLURAL,,Barley,보리
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","맥주의 생산에만 사용되는 곡물. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,광전사 버섯
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,버서커 버섯
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,흰 반점이 있는 핑크 레드 캡이 달린 버섯. 그것은 전사가 전투 준비에 사용하는 환각 특성을 가지고 있습니다.
VEGETABLE.CARROT,,Carrot,당근
VEGETABLE.CARROT.PLURAL,,Carrots,당근
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 서리에서 살아남은 튼튼한 뿌리 채소. 당근은 빨리 자라지 만 작은 작물을 생산합니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.CORN,,Sweetcorn,스윗콘
VEGETABLE.CORN.PLURAL,,Sweetcorn,스윗콘
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",옥수수 라고도 하는 시리얼 곡물. 풍성한 작물을 생산하지만 성장하는데 약 2시즌이 걸리며 {{SEASON.WINTER}} 생존할 수 없으므로 초기 {{SEASON.SPRING}} 에 심어야 합니다.
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,죽음 모자 버섯
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,죽음 모자 버섯
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",넓고 평평한 뚜껑이 달린 매우 유독 한 버섯. 조금이라도 먹으면 중독을 일으켜 죽음으로 이어질 수 있습니다.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,드래곤프루츠
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,드래곤 과일
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,엘프스베인 버섯
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,엘프스베인 버섯
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","이 버섯은 대부분의 휴머노이드에게 단순하고 맛이 없습니다. 이상하게도, 그것은 종종 소비시 폭발성 구토에 반응하거나 극단적 인 경우 심장 마비에 반응하는 엘프에게 절대적으로 역겨운 맛입니다."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,주먹버섯
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,주먹 버섯
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,금속 맛을 지닌 검은 파란색 버섯. 그것은 어둠 시대의 바지선 그룹의 이름을 따서 명명되었습니다.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}},
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,글로우 버섯
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,글로우 버섯
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,계절에 따라 빛을 발하고 색채를 바꾸는 마법이 주입된 버섯.
VEGETABLE.HEMP,,Hemp,
VEGETABLE.HEMP.PLURAL,,Hemp,
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},
VEGETABLE.HEMP_FIBRE,,Hemp fibre,
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,
VEGETABLE.HOPS,,Hops,홉
VEGETABLE.HOPS.PLURAL,,Hops,홉
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,맥주의 맛을 내기 위해 사용되는 꽃입니다. {{SEASON.SPRING}} 에 심어야 합니다.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw",
VEGETABLE.LOQUAT,,Loquat,비루콰트
VEGETABLE.LOQUAT.PLURAL,,Loquats,비루
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,밀토니아 버섯
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,밀토니아 버섯
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","한때 허드 지역에만 존재한다고 생각되면, 지금은 전 세계에서 발견되고 있습니다."
VEGETABLE.POTATO,,Potato,감자
VEGETABLE.POTATO.PLURAL,,Potatoes,감자
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 생존할 수 있는 녹말 뿌리 채소로서 대부분의 정착촌에 좋은 선택입니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,보라색 헬멧 버섯
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,보라색 헬멧 버섯
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","뚱뚱한 모자, 통통한 소라, 푹신한 헬멧; 이 전설적인 버섯은 많은 이름으로 이어집니다. 전설에 따르면, 오래 전에 많은 드워프 공동체가 이 곰팡이의 길들여진 균주에 전적으로 의존했습니다."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,로시오미코타 버섯
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,로시오미코타 버섯
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,흰색과 검은 색 얼룩진 버섯. 그것을 섭취하는 사람들의 모습에 영향을 미치는 것으로 알려져 있습니다.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,햇빛 버섯
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,햇빛 버섯
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,햇빛이 비치는 밝은 노란색 버섯. 그것은 수확되는 순간 이 빛을 잃습니다.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,시럽 파우더 버섯
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,시럽 파우더 버섯
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","흰색 밑면이 둥근 오렌지/노란색 버섯. 오래 전에 마법사가 사용했다고 알려져 있지만, 어떤 목적을 위해 아무도 모릅니다."
VEGETABLE.TAMARILLO,,Tamarillo,타마릴로
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,타마릴로스
VEGETABLE.THIMBLEBERRY,,Thimbleberry,골무베리
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,골무베리
VEGETABLE.TOMATO,,Tomato,토마토
VEGETABLE.TOMATO.PLURAL,,Tomatoes,토마토
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,큰 붉은 열매를 자라는 식물은 종종 야채로 사용됩니다. {{SEASON.SPRING}} 에서만 심을 수 있습니다.
VEGETABLE.WHEAT,,Wheat,밀
VEGETABLE.WHEAT.PLURAL,,Wheat,밀
