KEY,NOTES,ENGLISH,FRENCH
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION.PLURAL,,{{item}} are being placed for construction,{{item}} sont entrain d'être placés pour la construction
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT,,{{item}} is on an import pallet,{{item}} est sur la pallet d'importation
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT.PLURAL,,{{item}} are on an import pallet,{{item}} sont sur les palettes d'importations
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT,,{{item}} is being moved to an export palle,
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT.PLURAL,,{{item}} are being moved to an export pallet,
GUI.RESOURCE_MANAGEMENT.QUANTIFIED_ITEM,,{{quantity}} {{item}},{{quantity}} {{item}}
GUI.RESOURCE_MANAGEMENT.SEARCH,,Search,Rechercher
GUI.RESOURCE_MANAGEMENT.SORT_BY,,Sort By,Trier par
GUI.RESOURCE_MANAGEMENT.TITLE,,Resources,Ressources
GUI.RESOURCE_MANAGEMENT.TOTAL,,Total,Total
GUI.RESOURCE_MANAGEMENT.UNALLOCATED_LABEL,,Available: {{count}},Disponible: {{count}}
GUI.ROOFING.ADD,,Add,Ajouter
GUI.ROOMS_LABEL,,Rooms,Pièces
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,Appuyez sur (R) pour pivoter les meubles
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Sauvegarde en cours...
GUI.SELECT_WEAPON.LABEL,,Select weapon,Sélectionner une arme
GUI.SETTINGS.LABEL,,Settings,Paramêtres
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,Choisir une armure
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,Choisir un bouclier
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,Choisir une arme
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},Bonheur {{happinessValue}}
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,Immigration
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},La main dominante ne peut être utilisée. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},La main non dominante ne peut être utilisée. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,Le/La/L' {{weaponName}} nécessite deux mains pour être utilisées
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},Population Civile {{civilianCount}} (Lits Civils {{civilianBedCount}}) - Population Militaire {{militaryCount}} (Lits Militaires {{militaryBedCount}}) - Population Totale {{populationCount}}
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,Civil
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,Militaire
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Hauler,Villageois
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,Rechercher
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,Bonheur
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,Militaire/Civil
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,Nom
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,Niveau compétence
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,Trier par
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Les colons
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,Effets Sonores
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Dimension de l'interface:
GUI.VIEW_MODE.DEFAULT,,Default view,Vue par défaut
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,Vue des priorités
GUI.VIEW_MODE.MECHANISMS,,Power view,Vue de l'énergie
GUI.VIEW_MODE.PIPING,,Piping view,Vue des tuyaux
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,Vue des plafonds
GUI.VIEW_ROADMAP,,View development roadmap,Voir la planification du développement
GUI.YEAR_LABEL,,Year {{year}},Année {{year}}

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,Devient sobre
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,A mangé un repas cuisiné
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,Saigne abondamment
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,A porté un cadavre
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,Piégé sous la pluie
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,Sous l'effet de l'alcool
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,A bu de l'eau de rivière
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Affamé
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Déshydraté de façon critique
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,A un accès de colère
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Optimiste quant à la nouvelle colonisation
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,A été gravement brulé
HAPPINESS_MODIFIER.POISONED,,Poisoned,Empoisonné
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,J'ai vu un cadavre
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,A dormi sous la pluie
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,A dormi dans la neige
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,A dormi dans un lit confortable
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,A dormi sur sol rugueux
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,A dormi sous les étoiles
HAPPINESS_MODIFIER.TITLE,,Happiness:,Bonheur:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Très faim
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Très soif
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Extrêmement fatigué
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,A travaillé dans un endroit éxigu
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,Travaille sous la pluie

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} affecté à {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",Vous pouvez utiliser cette vue pour poser les tuyaux entre l'arrivée et la sortie du liquide comme les canaux d'irrigation.
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Ils sont placés sous le sol, donc faites en sorte que vos colons est accès à la case par le côté."
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,Les mobiliers avec une entrée ou sortie de liquide affichent une icône bleue ou verte si ils ont une entrée ou une sortie vers le réseau.
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Vous pouvez utiliser cette vue pour relier les constructions qui requierent de l'énergie avec des machineries construite avec des {{PRODUCT.STONE.GEAR.PLURAL}} et les arbres de transmissions.
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Ils sont placés sous le sol, donc faites en sorte que vos colons est accès à la case par le côté."
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,Les constructions qui nécessitent ou produisent de l'énergie vont afficher une icône rouge ou verte indiquant si ils ont une entrée ou une sortie vers le réseau.
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).","Cette vue vous permet de voir quelles cases sont à l'extérieur sans avoir de toits au dessus (bleu clair), et lesquelles ont un toit construit au dessus (marron foncé)."
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.","Vous pouvez utilisé les options {{GUI.ROOFING.ADD}} et {{GUI.CANCEL_LABEL}} pour ajouter un toit à construire, et {{GUI.DECONSTRUCT_LABEL}} pour retirer un toit existant."
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,Un plafond peut uniquement être batit dans la limite de 3 cases d'un mur ou d'un {{FURNITURE.PILLAR}}.
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,Débuter le tutoriel
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Désactiver tous les conseils
HINT.BUTTON.DISMISS,,Dismiss,Rejeter
HINT.BUTTON.HINTS_ONLY,,Hints only,Aides suivantes
HINT.BUTTON.NEXT,,Next,Suivant
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.",Vous pouvez utilisé ce menu pour changer les priorités des professions et des tâches. Les professions avec la plus haute priorité seront assignées avant celle ayant la plus basse.
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Lorsque le menu Priorité est ouvert, les icônes de priorité sont affichées dans le monde du jeu là où 'il y a un travail ou une tâche à effectuer, ou lorsqu'une pièce ou un meuble peuvent créer des tâches à l'avenir."
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,"Votre colonie n'a plus de {{TOOL.AXE}} disponible. Vous n'êtes plus en capacité de couper des arbres,"
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.","Des hâches peuvent être produites dans la {{FURNITURE.FORGE}}. Si vous n'avait pas une {{FURNITURE.FORGE}} construite et fonctionnelle, vous aurez besoin de détruire un {{FURNITURE.WOODCUTTERS_BENCH}}."
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,Votre colonie n'a plus de {TOOL.CHISEL}} disponible. C'est nécessaire pour produire des objets en pierres.
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.","Des burins peuvent être produit dans la {{FURNITURE.FORGE}}. Si vous n'avait pas une {{FURNITURE.FORGE}} construite et fonctionnelle, vous aurez besoin de détruire un {{FURNITURE.WOODCUTTERS_BENCH}}."
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,Votre colonie n'a plus de {{TOOL.PLANE}} disponible. C'est nécessaire à la production d'objets en bois.
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Des rabots peuvent être produit dans l' {{FURNITURE.CARPENTRY_WORKBENCH}} à partir d'une {{RESOURCE.PLANKS.NOUN}}.
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,Votre colonie n'a plus de {{TOOL.SAW}} disponible. C'est requis pour construire un {{FURNITURE.WOODCUTTERS_BENCH}} ou un {{FURNITURE.CARPENTRY_WORKBENCH}}.
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.","Plus de scies peuvent être fabriquées à la {{FURNITURE.FORGE}}.Si vous n'avez pas de {{FURNITURE.FORGE}} opérationnelle, vous devez retirer un {{FURNITURE.WOODCUTTERS_BENCH}} ou un {{FURNITURE.CARPENTRY_WORKBENCH}}."
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,Cette vue permet de sélectionner quel arme sera conservée dans l'inventaire des colons en cas de combat.
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,C'est fortement recommandé d'assigné des armes à distance comme un {{WEAPON.BOW}} ou une {{WEAPON.CROSSBOW}}aux colons ayant l'emploi {{PROFESSION.HUNTER}}.
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,Les armes que vous n'avez pas de disponible sont affichées en rouge.
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Cliquez sur ""Tutoriel"" pour être guidé dans les notions de base du jeu, et sur ""Aides suivantes"" pour ne pas suivre le didacticiel mais recevoir des informations au fur et à mesure que vous jouez, ou enfin sur ""Désactiver tous les conseils"" pour que ces messages ne s'affichent plus."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.","Démarrer une partie en selectionnant l'emplacement de départ sur la carte proche d'une rivière et avec de l'espace, puis cliquez sur '{{GUI.EMBARK.START}}' ."

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{profession.noun}} {{race.adjective}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Pâte
INGREDIENT.FLOUR,,Flour,Farine
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Miche de pain
INGREDIENT.LOAF.PLURAL,,Loaves,Miches de pain
INGREDIENT.MALT.SACK.NOUN,,Malt,Malt
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,Ce produit nécessite d'être moulu avant qu'il soit utilisé pour le brassage.
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Malt moulu
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,C'est mélangé avec de l'eau dans le {{FURNITURE.MASH_TUN}} pour produire du {{LIQUID.WORT}}.
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Champignonnière
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Champignonnière
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Également connu sous le nom de mycélium, cela peut être considéré comme des «graines» à partir desquelles on peut cultiver des champignons dans une {{ROOMS.MUSHROOM_FARM}}."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Graine de
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Graines de
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Les graines du bon type sont nécessaires pour la plantation dans un {{ROOMS.FARM}}. Ils doivent également être disponibles dans le grenier {{STOCKPILE.GRANARY}}.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),légume (caisse)
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),légumes (caisses)
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),légume (sac)
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),légumes (sac)

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Inventaire:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} disponible
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,Non selectionné
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,Très mauvais
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much","Cet objet est vraiment mal fait, difficile à utiliser et ne pourrait pas être pire."
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,Chef-d'oeuvre
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way",Cet objet a clairement été conçu par un Maître artisan. Il est idéal sous tout les angles.
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,Mauvais
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,Cet objet est mal fait et impacte quiconque va l'utiliser.
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,Supérieur
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use",Cet objet a été conçu avec talent. Il semble avoir plus de valeur et être facile à utiliser.

ITEM_GROUP.FUEL.PLURAL,,Fuel,Carburant
ITEM_GROUP.PRODUCT.PLURAL,,Products,Produits
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Ressources
ITEM_GROUP.TOOL.PLURAL,,Tools,Outils

LANGUAGE.LABEL,,Language,Langue

LIQUID.BEER.NOUN,,Beer,Bière
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Adoré par les nains, cette boisson offre un substantiel bonus de bonheur pendant un moment. Le seul problème est qu'ils en auront peut être besoin pour supporter la journée de travail."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Moût houblonné
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,C'est l'étape finale de la bière non fermentée avant qu'elle ne soit placée dans un {{FERMENTATION_TANK}} pour produire de la bière buvable.
LIQUID.WATER.NOUN,,Water,Eau
LIQUID.WORT.NOUN,,Wort,Moût
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Il s'agit d'une bière non fermentée, elle nécessite l'ajout de {{VEGETABLE.HOPS}} dans un {{FURNITURE.BREW_KETTLE}} pour l'aromatiser avant qu'elle ne soit fermentée."

MADNESS.BROKEN.ADJECTIVE,,Broken,Mentalement brisé
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ",Ce colon était si malheureux qu'ils ont été poussés au-delà du point de rupture et ne vont plus travailler ou même manger!

MATERIAL,Used for specifying which material something is made out of,Material,Matériau

MATERIAL_TYPE,,Type,Sorte
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Tous
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",en tissu
MATERIAL_TYPE.CLOTH.NOUN,," ",Tissu
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,En terre
MATERIAL_TYPE.EARTH.NOUN,,Earth,Terre
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Nourriture
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Gemme
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,en métal
MATERIAL_TYPE.METAL.NOUN,,Metal,Métal
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Minerai
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Autre
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",de corde
MATERIAL_TYPE.ROPE.NOUN,," ",Corde
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Graine
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",
MATERIAL_TYPE.SKIN.NOUN,," ",
MATERIAL_TYPE.STONE.ADJECTIVE,,,en pierre
MATERIAL_TYPE.STONE.NOUN,,Stone,Pierre
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Légumes
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol de
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,en bois
MATERIAL_TYPE.WOOD.NOUN,,Wood,Bois

MEAT.BOAR_MEAT,,Boar,Sanglier
MEAT.CARP_MEAT.NOUN,,Carp,Carpe
MEAT.CARP_MEAT.PLURAL,,Carp,Carpes
MEAT.DEER_MEAT,,Deer,Biche
MEAT.DWARF_FLESH,,Dwarf flesh,Chair de nain
MEAT.ELEPHANT_MEAT,,Elephant,Eléphant
MEAT.FOX_MEAT,,Fox,Renard
MEAT.HORSE_MEAT,,Horse,
MEAT.PERCH_MEAT.NOUN,,Perch,Perche
MEAT.PERCH_MEAT.PLURAL,,Perch,Perches
MEAT.PIKE_MEAT.NOUN,,Pike,Brochet
MEAT.PIKE_MEAT.PLURAL,,Pike,Brochets
