KEY,NOTES,ENGLISH,ITALIAN
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HAULING.PLURAL,,{{item}} are being hauled by,{{item}} vengono trasportati da
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY,,{{item}} is in the inventory of,{{item}} è nell'inventario di
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.HELD_IN_INVENTORY.PLURAL,,{{item}} are in the inventory of,{{item}} sono nell'inventario di
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE,,{{item}} is on fire,{{item}} è in fiamme
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.ON_FIRE.PLURAL,,{{item}} are on fire,{{item}} sono in fiamme
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION,,{{item}} is being placed for construction,{{item}} è in fase di costruzione
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PLACED_FOR_CONSTRUCTION.PLURAL,,{{item}} are being placed for construction,{{item}} sono in fase di costruzione
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT,,{{item}} is on an import pallet,{{item}} è su un pallet di importazione
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_IMPORT.PLURAL,,{{item}} are on an import pallet,{{item}} sono su un pallet di importazione
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT,,{{item}} is being moved to an export palle,{{item}} viene spostato in un pallet di esportazione.
GUI.RESOURCE_MANAGEMENT.ITEM_ALLOCATION_PURPOSE.PRODUCTION_OUTPUT.PLURAL,,{{item}} are being moved to an export pallet,{{item}} sono stati spostati su un pallet di esportazione
GUI.RESOURCE_MANAGEMENT.QUANTIFIED_ITEM,,{{quantity}} {{item}},{{quantity}} {{item}}
GUI.RESOURCE_MANAGEMENT.SEARCH,,Search,Ricerca
GUI.RESOURCE_MANAGEMENT.SORT_BY,,Sort By,Ordina per
GUI.RESOURCE_MANAGEMENT.TITLE,,Resources,Risorse
GUI.RESOURCE_MANAGEMENT.TOTAL,,Total,Totale
GUI.RESOURCE_MANAGEMENT.UNALLOCATED_LABEL,,Available: {{count}},Disponibile: {{count}}
GUI.ROOFING.ADD,,Add,Aggiungi
GUI.ROOMS_LABEL,,Rooms,Camere
GUI.ROTATE_FURNITURE.HINT,This is a longer label as a hint to the player,Press (R) to rotate furniture,Premi (R) per ruotare le mobili
GUI.SAVING_PROMPT,Displayed to the player when the game is paused for autosaving,Saving…,Salvataggio...
GUI.SELECT_WEAPON.LABEL,,Select weapon,Seleziona l'arma
GUI.SETTINGS.LABEL,,Settings,Impostazioni
GUI.SETTLER_MANAGEMENT.CHOOSE_ARMOUR,,Choose Armour,Scegli l'armatura
GUI.SETTLER_MANAGEMENT.CHOOSE_SHIELD,,Choose Shield,Scegli scudo
GUI.SETTLER_MANAGEMENT.CHOOSE_WEAPON,,Choose Weapon,Scegli arma
GUI.SETTLER_MANAGEMENT.HAPPINESS,,Happiness {{happinessValue}},Felicità {{happinessValue}}
GUI.SETTLER_MANAGEMENT.IMMIGRATION,,Immigration,Immigrazione
GUI.SETTLER_MANAGEMENT.MAIN_HAND.STATUS,,The main hand cannot be used. {{status}},La mano principale non può essere utilizzata. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.STATUS,,The off hand cannot be used. {{status}},Non è possibile utilizzare la mano sinistra. {{status}}
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,Il {{weaponName}} richiede due mani per essere usato.
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},"Popolazione civile {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Popolazione militare {{militaryCount}} (Military Beds {{militaryBedCount}}) - Popolazione totale {{populationCount}} "
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,Civili
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,Militari
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Hauler,Colono
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,Ricerca
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,Felicità
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,Militare/Civile
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,Nome
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,Livello abilità
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,Ordina per
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Coloni
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,Volume degli effetti sonori
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Dimensione dell'interfaccia:
GUI.VIEW_MODE.DEFAULT,,Default view,Vista predefinita
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,Vista prioritaria
GUI.VIEW_MODE.MECHANISMS,,Power view,Vista energia
GUI.VIEW_MODE.PIPING,,Piping view,Vista tubazioni
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,Vista tetto
GUI.VIEW_ROADMAP,,View development roadmap,Vedi la roadmap di sviluppo
GUI.YEAR_LABEL,,Year {{year}},Anno {{year}}

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,Diventare sobrio
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,Mangiato un pasto ben preparato
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,Sanguinamento abbondante
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,Portava un cadavere.
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,Preso fuori sotto la pioggia
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,Sotto gli effetti dell'alcol
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Bevuto acqua di fiume
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Morendo di fame
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Disidratati criticamente
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,Si è irritato
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Ottimista sul nuovo insediamento
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,Era gravemente ustionato
HAPPINESS_MODIFIER.POISONED,,Poisoned,Avvelenato
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Ho visto un cadavere.
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,Dormito sotto la pioggia
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,Dormito nella neve
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,Dormito in un letto comodo
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Dormiva su terreni accidentati
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Dormiva sotto le stelle
HAPPINESS_MODIFIER.TITLE,,Happiness:,Felicità:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Molto affamato
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Molto sete
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Estremamente stanco
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,Ha lavorato in una stanza chiusa
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,Lavorare sotto la pioggia

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} assegnato a {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.","Si può usare questa vista per posare i tubi tra gli ingressi e le uscite dei liquidi, così come i canali d'irrigazione."
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Questi sono posizionati sotto il terreno, quindi assicurati che i tuoi coloni possano accedere ad ogni tessera dal lato."
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,I mobili con un ingresso o un'uscita liquida mostrano un'icona blu o verde che indica se sono un ingresso o un'uscita alla rete.
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Usate questa vista per collegare costruzioni che richiedono potenza con meccanismi costruiti da {{PRODUCT.STONE.GEAR.PLURAL}} e alberi.
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Questi sono posizionati sotto il terreno, quindi assicurati che i tuoi coloni possano accedere ad ogni tessera dal lato."
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,Le costruzioni che richiedono o producono energia visualizzeranno un'icona rossa o verde che indica se sono un ingresso o un'uscita della rete.
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).","Questa vista ti permette di vedere quali tegole sono all'esterno senza tetto sopra di loro (blu chiaro), e quelle che hanno avuto un tetto costruito sopra (marrone scuro)."
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.","Puoi usare le opzioni {{GUI.ROOFING.ADD}} e {{GUI.CANCEL_LABEL}} per mettere in coda i tetti da costruire, e {{GUI.DECONSTRUCT_LABEL}} per rimuovere qualsiasi tegola esistente."
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,Un tetto può essere costruito solo entro 3 tegole da un muro o da {{FURNITURE.PILLAR}}.
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,Iniziare il tutorial
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Disabilita tutti i suggerimenti
HINT.BUTTON.DISMISS,,Dismiss,Rimuovi
HINT.BUTTON.HINTS_ONLY,,Hints only,Solo suggerimenti
HINT.BUTTON.NEXT,,Next,Avanti
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","Potete usare questo menu per cambiare la priorità dei lavori e dei compiti, in modo che i lavori a priorità più alta vengano assegnati prima di quelli a priorità più bassa."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Mentre il menu Priorità è aperto, le icone di priorità sono mostrate nel mondo di gioco dove c'è un lavoro o un compito da eseguire, o dove una stanza o un elemento di arredo possono creare lavori in futuro."
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,Il tuo insediamento non ha più un {{TOOL.AXE}} disponibile. Non sarai più in grado di abbattere gli alberi.
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.","Altre asce possono essere fabbricate al {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.WOODCUTTERS_BENCH}}."
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,Il tuo insediamento non ha più un {{TOOL.CHISEL}} disponibile. Questo è necessario per costruire mobili di pietra.
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.","Altri scalpelli possono essere fabbricati alla {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.STONEMASON_WORKBENCH}}."
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,Il tuo insediamento non ha più un {{TOOL.PLANE}} disponibile. Questo è necessario per costruire mobili di legno.
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Altri aerei possono essere costruiti nel {{FURNITURE.CARPENTRY_WORKBENCH}} da un {{RESOURCE.PLANKS.NOUN}}.
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,Il tuo insediamento non ha più un {{TOOL.SAW}} disponibile. Questo è necessario per costruire una {{FURNITURE.WOODCUTTERS_BENCH}} o {{FURNITURE.CARPENTRY_WORKBENCH}}.
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.","Altre seghe possono essere fabbricate presso la {{FURNITURE.FORGE}}. Se non hai un {{FURNITURE.FORGE}} attivo e funzionante, potresti dover rimuovere un {{FURNITURE.WOODCUTTERS_BENCH}} o {{FURNITURE.CARPENTRY_WORKBENCH}}."
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,Usa questa vista per selezionare un tipo di arma che il colono terrà nel suo inventario in caso di combattimento.
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,Si raccomanda vivamente di assegnare un'arma a distanza come un {{WEAPON.BOW}} o {{WEAPON.CROSSBOW}} ai coloni assegnati come {{PROFESSION.HUNTER}}.
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,Le armi che non hai a disposizione sono visualizzate in rosso.
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Fai clic su â€œTutorialâ€œ per essere guidato attraverso le nozioni di base, â€œSolo suggerimentiâ€œ per saltare il tutorial ma ricevere informazioni durante il gioco o â€œDisattiva tutti i suggerimentiâ€œ per interrompere la visualizzazione di questi messaggi."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.",Avvia il gioco selezionando una posizione sulla mappa con spazio sufficiente e facendo clic sul pulsante '{{GUI.EMBARK.START}}'.

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{profession.noun}} {{race.adjective}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Impasto
INGREDIENT.FLOUR,,Flour,Farina
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Filone
INGREDIENT.LOAF.PLURAL,,Loaves,Filoni
INGREDIENT.MALT.SACK.NOUN,,Malt,Malto
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,Questo deve essere macinato prima di poter essere ulteriormente utilizzato per la produzione della birra.
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Malto macinato
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,Questo è combinato con l'acqua in un {{FURNITURE.MASH_TUN}} per produrre {{LIQUID.WORT}}.
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Progenie di funghi
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Progenie di funghi
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Conosciuto anche come micelio, questo può essere pensato come Â«semiÂ» da cui coltivare funghi in un {{ROOMS.MUSHROOM_FARM}."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Seme
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Semi
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,I semi del tipo giusto sono necessari per piantare in un {{ROOMS.FARM}}. Devono inoltre essere disponibili in una riserva {{STOCKPILE.GRANARY}}.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),Verdura (cassa)
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),Verdure (cassa)
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Vegetale (sacco)
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),Verdure (sacco)

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Inventario:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} disponibili
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,Nessuno selezionato
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,Terribile
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much","Questo articolo è terribilmente fatto, difficile da usare, e non sarebbe valsa la pena"
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,Capolavoro
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way","Questo articolo è stato chiaramente realizzato da un maestro artigiano, è ideale sotto ogni punto di vista"
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,Povero
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,Questo articolo è mal fatto e ostacola leggermente chi lo usa
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,Eccezionale
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use","Questo oggetto è stato realizzato con grande maestria, il che lo rende più prezioso e facile da usare."

ITEM_GROUP.FUEL.PLURAL,,Fuel,Carburante
ITEM_GROUP.PRODUCT.PLURAL,,Products,Prodotti
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Risorse
ITEM_GROUP.TOOL.PLURAL,,Tools,Attrezzi

LANGUAGE.LABEL,,Language,Lingua

LIQUID.BEER.NOUN,,Beer,Birra
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Amato dai nani, questo fornirà un sostanziale bonus di felicità per un po'. L'unico problema è che alla fine ne avranno bisogno per superare la giornata lavorativa."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Mosto luppolato
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,Questa è la fase finale della birra non fermentata prima di essere messa in un {{FERMENTATION_TANK}} per produrre birra bevibile.
LIQUID.WATER.NOUN,,Water,Acqua
LIQUID.WORT.NOUN,,Wort,Mosto
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Questa è una birra non fermentata, richiede {{VEGETABLE.HOPS}} per essere aggiunta in un {{FURNITURE.BREW_KETTLE}} per il sapore prima di essere fermentata."

MADNESS.BROKEN.ADJECTIVE,,Broken,Rotto
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ",Questo colono era così infelice che sono stati spinti oltre il punto di rottura e non funzionerà più o nemmeno mangiare!

MATERIAL,Used for specifying which material something is made out of,Material,Materiale

MATERIAL_TYPE,,Type,Tipo
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Qualsiasi
MATERIAL_TYPE.CLOTH.ADJECTIVE,," "," "
MATERIAL_TYPE.CLOTH.NOUN,," "," "
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Terrestre
MATERIAL_TYPE.EARTH.NOUN,,Earth,Terra
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Cibo
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Gemma
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,di metallo
MATERIAL_TYPE.METAL.NOUN,,Metal,Metallo
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,{{BLANK}}
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Altro
MATERIAL_TYPE.ROPE.ADJECTIVE,," "," "
MATERIAL_TYPE.ROPE.NOUN,," "," "
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Seme
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",
MATERIAL_TYPE.SKIN.NOUN,," ",
MATERIAL_TYPE.STONE.ADJECTIVE,,,di pietra
MATERIAL_TYPE.STONE.NOUN,,Stone,Pietra
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Verdure
