KEY,NOTES,ENGLISH,TURKISH
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Siyah-mavi renge sahip ve ağızda metalik tad bırakan bir mantar türü. İsmini Karanlık Çağındaki bir grup ozandan alır.
SEED.GLOW_SPAWN,,Glow,Parıltı Mantarı
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Büyü aşılanmış bir mantar türüdür. Sürekli olarak ışık verir ve mevsimlere göre renk değiştirir.
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,Şerbetciotu
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Biranın tadlandırılmasında kullanılan bir çiçek. {{SEASON.SPRING}} mevsiminde dikilmesi gerekir.
SEED.MILTONIA_SPAWN,,Miltonia,Orkide
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Bir zamanlar sadece Hudds bölgesinde olduğu düşünülen, ancak her yerde bulunan bir çiçek."
SEED.POTATO_SEED,,Potato,Patates
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Nişastalı bir kök bitkisi olması ve  {{SEASON.WINTER}} mevsiminde hayatta kalabilmesi onu bir çok yerleşke için vazgeçilmez kılar. {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Pembe Kasket
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Şişman Şapka, Tombul Eşarp, Kabarık Kasket gibi bir çok isim ile bilinen efsanevi mantar. Efsaneye göre eskiden bir çok cüce topluluğu sadece ve sadece bu mantarın evcilleştirilmiş bir türünü yiyerek hayatta kalabiliyorlarmış."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomykota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Tükentenlerin dış görünüşlerini etkilediği bilinen, siyah ve beyaz noktalara sahip bir mantar türü."
SEED.SUNGLOW_SPAWN,,Sunglow,Gün parıltısı
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Parlak sarı renge sahip ve gün ışığında parlayan bir mantar türü. Hasat edildiği anda parıltısını kaybeder.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Şurup tozu
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",Sarı-turuncu arası bir renge sahip yuvarlak şekle sahip olan bu mantarın iç kısmı beyazdır. Uzun zaman önce büyücüler tarafından kullandığı anlatılır ancak nasıl ve ne amaç ile kullanıldıkları hakkında kimsenin bir fikri yok.
SEED.TOMATO_SEED,,Tomato,Domates
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Büyük kırmızı meyvelere sahip bir bitki. Sadece {{SEASON.SPRING}} mevsiminde dikilebilir.
SEED.WHEAT_SEED,,Wheat,Buğday
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",Genellikle ekmek üretiminde kullanılan bir tahıl tanesi. {{SEASON.WINTER}} mevsiminde hayatta kalabilir ancak hasata hazır olması uzun sürer bu yüzden  {{SEASON.SPRING}} veya {{SEASON.AUTUMN}} dikilmesi gerekir.

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Çalı

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,
STATUS.BLEEDING,,Bleeding,
STATUS.BLINDED,,Blind,
STATUS.DEATH,,Dead,
STATUS.DRUNK,,Drunk,
STATUS.DYING_OF_HUNGER,,Dying of hunger,
STATUS.DYING_OF_THIRST,,Dying of thirst,
STATUS.EXHAUSTED,,Exhausted,
STATUS.INTERNAL_BLEEDING,,Internal bleeding,
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,
STATUS.ON_FIRE,,On fire,
STATUS.POISONED,,Poisoned,
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,
STATUS.VERY_HUNGRY,,Very hungry,
STATUS.VERY_THIRSTY,,Very thirsty,

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,

STONE.BASALT.ADJECTIVE,,Basalt,Bazalt
STONE.BASALT.NOUN,,Basalt,Bazalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Lavın hızlı soğuması ile meydana gelen bir magma taşı. Dünya üzerindeki nerdeyse tüm volkanik taşlar bazalttıri.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Dolomit
STONE.DOLOSTONE.NOUN,,Dolostone,Dolomit
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Çoğunluklar dolomit mineralinden meydana gelen bir tortu taşıdır, ayrıca dolomite kayası olarakda bilinir."
STONE.FRONITE.ADJECTIVE,,Frónite,Frónite
STONE.FRONITE.NOUN,,Frónite,Frónite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Mavi gölgelere sahiptir ve genellikle kuzeydeki buzul adalarda bulunur. Yüksek demir içeriğine sahiptir.
STONE.GRANITE.ADJECTIVE,,Granite,Granit
STONE.GRANITE.NOUN,,Granite,Granit
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",Yaygın bir magmatik taştır. Büyük miktarlarda quartz içerir buda onu belli başlı değerli taşları bulmak için iyi bir yöntem haline getirir.
STONE.LIMESTONE.ADJECTIVE,,Limestone,Kireç taşı
STONE.LIMESTONE.NOUN,,Limestone,Kireç taşı
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"Hafif renkli tortul bir kaya olması onu iyi bir inşa malzemesi haline getirir. Ayrıca {{METAL.STEEL.NOUN}} yapımında hataların giderilmesinde kullanılır. "
STONE.MARBLE.ADJECTIVE,,Marble,Mermer
STONE.MARBLE.NOUN,,Marble,Mermer
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,"Heykel ve taş ustaları tarafından sıkça kullanılan yüksek kaliteye sahip, metamorfik ve muhteşem bir görüntüye sahip bir kayadır. "
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Kumtaşı
STONE.SANDSTONE.NOUN,,Sandstone,Kumtaşı
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Tortul bir kayadır ve kum benzeri parçalardan meydana gelir.
STONE.SHALE.ADJECTIVE,,Shale,Killi yapraktaşı
STONE.SHALE.NOUN,,Shale,Killi yapraktaşı
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Basınç altında kalmış çamurdan meydana gelmiş ince taneli bir tortul kayadır. Kolayca ince tabakalar halinde kırılabilir.
STONE.SLATE.ADJECTIVE,,Slate,Kayrak
STONE.SLATE.NOUN,,Slate,Kayrak
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Genellikle {{STONE.SHALE.NOUN}} meydana gelen metamorfik bir kayadır. Çoğu zaman çatı veya yazıda kullanılmak için tabletler haline getirilir.

TOOL.AXE.NOUN,,Axe,Balta
TOOL.AXE.PLURAL,,Axes,
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Ağaç kesmek için kullanılır.  {{PROFESSION.WOODCUTTER}} ana aletidir.
TOOL.CHISEL.NOUN,,Chisel,Keski
TOOL.CHISEL.PLURAL,,Chisels,
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.," Heykele şekil vermekte kullanılır. {{PROFESSION.STONEMASON}} tarafından kullanılan aletlerden biridir."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Balık oltası
TOOL.FISHING.ROD.PLURAL,,Fishing rods,
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Balık yakalamak için kullanılır.  {{PROFESSION.FISHER}} ana aletidir.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Şef bıçağı
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Yemek yapmak için kullanılır, özellikle et yemekleri."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Geniş çekiç
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Büyük taş parçalarını parçalamak ve metali şekle sokmak için kullanılır. {{PROFESSION.BLACKSMITH}} ana aletidir.
TOOL.PICKAXE.NOUN,,Pickaxe,Kazma
TOOL.PICKAXE.PLURAL,,Pickaxes,
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Taşı daha küçük parçalara ayırmak için kullanılır. {{PROFESSION.MiNER}} ana aletidir.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Planya
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Tahta mobilya ve eşyalara tıraşlayarak şekil vermek için kullanılır. {{PROFESSION.CARPENTER}} ana aletidir.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Oklava
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Hamur hazırlanmak için kullanılır. {{PROFESSION.CHEF}} kullandığı aletlerden biridir.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Testere
TOOL.SAW.PLURAL,A carpenter's saw,Saws,
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Oduna keserek şekil vermek için kullanılır. {{ROOMS.SAWMILL}} de kereste yapmak için gereklidir.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Çekiç
TOOL.SMALL.HAMMER.PLURAL,,Hammers,
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Küçük taş ve metal parçalara ezerek şekil vermek için kullanılır.  {{PROFESSION.BLACKSMITH}} tarafından kullanılan eşyalardan biridir.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Maşa
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Aşırı sıcak metal eşyaları tutmak için kullanılır. Metal cevherinin eritilmesi sürecinde kullanılır.

TREASURE.COIN.NOUN,,Coin,
TREASURE.COIN.PLURAL,,Coins,
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,
TREASURE.GEM.NOUN,,Gem,
TREASURE.GEM.PLURAL,,Gems,
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.",
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.",
TUTORIAL.COMPLETED.D,,Good luck!,
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.",
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.",
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.",
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.",
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.",
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.",
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,mahsül atanmış {{ROOMS.FARM.PLURAL}}
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} atandı.
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} / {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,"{{roomName}} karosu "
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.",
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,İlerlemeniz her gece yarısında ve oyundan çıktığınızda otomatik olarak kayıt edilir.
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,
TUTORIAL.SHOW_LABEL,,Show Tutorial,
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.,
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location.",
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here.",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds",
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed,
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game,
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game,
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode,
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode,
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.,
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons,
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons,
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.,
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.,
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.,
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.,

VEGETABLE.BARLEY,,Barley,Arpa
VEGETABLE.BARLEY.PLURAL,,Barley,Arpa
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Sadece bira üretiminde kullanılan bir tahıl. {{SEASON.SPRING}}, {{SEASON.SUMMER}} veya {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Savaşcı Mantarı
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Savaşcı Mantarı
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Beyaz noktalı, kırmızı-pembe şemsiyeye sahip bir mantar. Halüsinojenik özellikleri nedeni ile bazen savaşcılar tarafından savaşa hazırlık için kullanılır."
VEGETABLE.CARROT,,Carrot,Havuç
VEGETABLE.CARROT.PLURAL,,Carrots,Havuç
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} ayazında hayatta kalabilen dayanıklı bir kök bitkisi. Havuç hızlı büyümesine rağmen az miktarda mahsül verirler.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve  {{SEASON.AUTUMN}} mevsimlerinde ekilebilir."
VEGETABLE.CORN,,Sweetcorn,Şeker mısırı
VEGETABLE.CORN.PLURAL,,Sweetcorn,Şeker mısırı
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",Darı olarakda bilinen bir tahıl tanesidir. Bol mahsül verir ancak büyümesi yaklaşık 2 mevsim sürer {{SEASON.WINTER}} mevsiminde hayatta kalamaz.  {{SEASON.SPRING}} mevsiminin başında dikilmesi gerekir.
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,"Köygöçüren mantarı "
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,"Köygöçüren mantarı "
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Geniş bir şapkaya sahip aşırı zehirli mantar türü. Ufak miktarda tüketilmesi bile ölüme neden olabilecek ciddi zehirlenmeye yol açabilir.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Ejder meyvesi
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Ejder meyvesi
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Elfsbane Pilz
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Elfboğan
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","İnsansı varlıklar için basit neredeyse tadı olmayan bir bitki olan Elfboğan, adındanda anlaşılacağı gibi elfer için zararldır. Ağızlarında acı ve iğrenç bir tad bırakan Elfboğan, tüketmeleri halinde mide bulantısı ve kusma, ekstrem vakalarda ise kalp krizi geçirtebilir."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Yumruk mantarı
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Yumruk mantarı
