KEY,NOTES,ENGLISH,RUSSIAN
GUI.SETTLER_MANAGEMENT.OFF_HAND.TWO_HANDED_WEAPON,,The {{weaponName}} requires two hands to use,
GUI.SETTLER_MANAGEMENT.POPULATION_STATISTICS,,Civilian Population {{civilianCount}} (Civilian Beds {{civilianBedCount}}) - Military Population {{militaryCount}} (Military Beds {{militaryBedCount}}) - Total Population {{populationCount}},
GUI.SETTLER_MANAGEMENT.PROFESSION.CIVILIAN,,Civilian,
GUI.SETTLER_MANAGEMENT.PROFESSION.MILITARY,,Military,
GUI.SETTLER_MANAGEMENT.PROFESSION.VILLAGER,,Villager,
GUI.SETTLER_MANAGEMENT.SEARCH,,Search,
GUI.SETTLER_MANAGEMENT.SORT.HAPPINESS,,Happiness,
GUI.SETTLER_MANAGEMENT.SORT.MILITARY_CIVILIAN,,Military/Civilian,
GUI.SETTLER_MANAGEMENT.SORT.NAME,,Name,
GUI.SETTLER_MANAGEMENT.SORT.SKILL_LEVEL,,Skill Level,
GUI.SETTLER_MANAGEMENT.SORT_BY,,Sort By,
GUI.SETTLER_MANAGEMENT.TITLE,,Settlers,Поселенцы
GUI.SOUND_EFFECT_VOLUME,,Sound Effects,
GUI.UI_SCALE,Used to make the game interface larger or smaller,UI Scale,Размер интерфейса:
GUI.VIEW_MODE.DEFAULT,,Default view,
GUI.VIEW_MODE.JOB_PRIORITY,,Priority view,
GUI.VIEW_MODE.MECHANISMS,,Power view,
GUI.VIEW_MODE.PIPING,,Piping view,
GUI.VIEW_MODE.ROOFING_INFO,,Roof view,
GUI.VIEW_ROADMAP,,View development roadmap,Посмотреть планы разработки
GUI.YEAR_LABEL,,Year {{year}},

HAPPINESS_MODIFIER.ALCOHOL_WITHDRAWAL,,Going sober,"Трезвый "
HAPPINESS_MODIFIER.ATE_NICELY_PREPARED_FOOD,,Ate a nicely prepared meal,"Съел хорошо приготовленную еду "
HAPPINESS_MODIFIER.BLEEDING,,Bleeding profusely,"Обильное кровотечение "
HAPPINESS_MODIFIER.CARRIED_DEAD_BODY,,Carried a dead body,"Несет мертвое тело "
HAPPINESS_MODIFIER.CAUGHT_IN_RAIN,,Caught outside in the rain,"Попал под дождь на улице "
HAPPINESS_MODIFIER.DRANK_ALCOHOL,,Under the effects of alcohol,"Под воздействием алкоголя "
HAPPINESS_MODIFIER.DRANK_FROM_RIVER,,Drank river water,Пьет речную воду
HAPPINESS_MODIFIER.DYING_OF_HUNGER,,Starving,Голод
HAPPINESS_MODIFIER.DYING_OF_THIRST,,Critically dehydrated,Критически обезвоженн
HAPPINESS_MODIFIER.HAD_A_TANTRUM,,Had a tantrum,Впал в ярость
HAPPINESS_MODIFIER.NEW_SETTLEMENT_OPTIMISM,,Optimistic about new settlement,Оптимистичный подход к новому поселению
HAPPINESS_MODIFIER.ON_FIRE,,Was badly burned,"Сильно обгорел "
HAPPINESS_MODIFIER.POISONED,,Poisoned,Отравлен
HAPPINESS_MODIFIER.SAW_DEAD_BODY,,Saw a dead body,Видел труп
HAPPINESS_MODIFIER.SLEEPING_IN_RAIN,,Slept in the rain,"Спал под дождем "
HAPPINESS_MODIFIER.SLEEPING_IN_SNOW,,Slept in the snow,Спал на снегу
HAPPINESS_MODIFIER.SLEPT_IN_BED,,Slept in a comfortable bed,
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Спал на грубой земле
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Спал под звездами
HAPPINESS_MODIFIER.TITLE,,Happiness:,Счастье:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Очень голодный
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Очень хочется пить
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Очень устал
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,"Работал в закрытом помещении "
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,"Работал под дождем "

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} назначено {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.","Вы можете использовать этот вид для прокладки труб между входами и выходами жидкости, а также оросительными каналами». "
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Они размещены под землей, поэтому убедитесь, что ваши поселенцы могут получить доступ к каждой клетке сбоку."
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,"Мебель с входом или выходом жидкости отображается синим или зеленым значком, указывающим, являются ли они входом или выходом в сеть."
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,"Используйте этот вид, чтобы связать конструкции, требующие питания, с механизмами, построенными из {{PRODUCT.STONE.GEAR.PLURAL}} и валов."
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.","Они размещены под землей, поэтому убедитесь, что ваши поселенцы могут получить доступ к каждой клетке сбоку."
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,"Конструкции, которые требуют или производят энергию, будут отображать красный или зеленый значок, указывающий, являются ли они входом или выходом для сети."
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).","Этот вид позволяет вам увидеть, какие клетки находятся снаружи без крыши над ними (светло-голубой), и те, у которых есть крыша над головой (темно-коричневый)."
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.","Вы можете использовать параметры {{GUI.ROOFING.ADD}} и {{GUI.CANCEL_LABEL}}, чтобы поставить кровлю в очередь, которую нужно построить, и {{GUI.DECONSTRUCT_LABEL}}, чтобы удалить любую существующую черепицу."
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,"Крышу можно построить только в пределах 3-х клеток от стены или {{FURNITURE.PILLAR}}. "
HINT.BUTTON.BEGIN_TUTORIAL,,Begin Tutorial,
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Отключить все подсказки
HINT.BUTTON.DISMISS,,Dismiss,Отключить
HINT.BUTTON.HINTS_ONLY,,Hints only,Только подсказки
HINT.BUTTON.NEXT,,Next,Следующий
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","Вы можете использовать это меню для изменения приоритета заданий и задач, чтобы задания с более высоким приоритетом были назначены перед заданиями с более низким приоритетом."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Пока открыто меню приоритета, значки приоритета отображаются в игровом мире, где есть задание или задача, которую нужно выполнить, или где комната или предмет мебели могут создать рабочие места в будущем."
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,"Для вашего поселения больше нет доступного {{TOOL.AXE}}. Вы больше не сможете рубить деревья "
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.","На {{FURNITURE.FORGE}} можно изготовить другие топоры. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.WOODCUTTERS_BENCH}}."
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,"Для вашего поселения больше нет доступного {{TOOL.CHISEL}}. Это необходимо для изготовления каменной мебели. "
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.","На {{FURNITURE.FORGE}} можно изготовить и другие долота. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.STONEMASON_WORKBENCH}}."
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,"В вашем поселении больше нет {{TOOL.PLANE}}. Это необходимо для изготовления деревянной мебели. "
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,"В вашем поселении больше нет {{TOOL.SAW}}. Это необходимо для создания {{FURNITURE.WOODCUTTERS_BENCH}} или {{FURNITURE.CARPENTRY_WORKBENCH}} "
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.","На {{FURNITURE.FORGE}} можно изготовить другие пилы. Если у вас нет работающего {{FURNITURE.FORGE}}, вам может потребоваться удалить {{FURNITURE.WOODCUTTERS_BENCH}} или {{FURNITURE .CARPENTRY_WORKBENCH}}."
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,"Используйте это представление, чтобы выбрать тип оружия, которое поселенец будет держать в своем инвентаре на случай боя."
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,"Настоятельно рекомендуется назначить оружие дальнего боя, такое как {{WEAPON.BOW}} или {{WEAPON.CROSSBOW}}, тем поселенцам, которым назначен {{PROFESSION.HUNTER}}"
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,"Оружие, которого у вас нет, отображается красным цветом."
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","«Выберите « Обучение », чтобы ознакомиться с основами игры, « Только подсказки », чтобы пропустить обучение, но получать информацию во время игры, или « Отключить все подсказки », чтобы перестать показывать эти сообщения»."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with open space near the river, and clicking the '{{GUI.EMBARK.START}}' button.","«Запустите игру, выбрав на карте место с достаточным пространством и нажав кнопку '{{GUI.EMBARK.START}}'»."

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.прилагательное}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{skillLevelDescription.adjective}} {{profession.noun}}","{{name}}, {{race.noun}}-{{profession.noun}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Тесто
INGREDIENT.FLOUR,,Flour,Мука
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Качан капусты
INGREDIENT.LOAF.PLURAL,,Loaves,Качаны капусты
INGREDIENT.MALT.SACK.NOUN,,Malt,Солод
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,"Его необходимо измельчить, прежде чем его можно будет использовать в дальнейшем для пивоварения."
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Измельченный солод
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,"Он смешивается с водой в {{FURNITURE.MASH_TUN}} для получения {{LIQUID.WORT}} "
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Грибница
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Грибница
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Также известный как мицелий, это можно рассматривать как «семена», из которых выращивать грибы в {{ROOMS.MUSHROOM_FARM}}."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Семя:
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Семена:
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Семена нужного типа необходимы для посадки в {{ROOMS.FARM}}. Они также должны быть доступны в запасе {{STOCKPILE.GRANARY}}.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),"Овощи (ящик) "
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),Овощи (ящики)
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Овощи (мешок)
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),Овощи (мешки)

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Инвентарь:

ITEM.AVAILABILITY.DESCRIPTION,E.g. “2 potatoes”,{{quantity}} {{materialType.adjective}} {{itemType.noun_or_plural}} available,
ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}} {{quality.adjective}} {{materialType.adjective}} {{itemType.noun_or_plural}},{{quantity_if_multiple}}{{itemType.noun_or_plural}} {{materialType.adjective}}
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}} {{materialType.noun_or_plural}},{{quantity_if_multiple}}{{materialType.noun_or_plural}}
ITEM.NONE_SELECTED,,None selected,
ITEM.QUALITY.PREFIX.AWFUL.ADJECTIVE,,Awful,
ITEM.QUALITY.PREFIX.AWFUL.TOOLTIP,,"This item is terribly made, difficult to use, and would not be worth very much",
ITEM.QUALITY.PREFIX.MASTERWORK.ADJECTIVE,,Masterwork,
ITEM.QUALITY.PREFIX.MASTERWORK.TOOLTIP,,"This item has clearly been made by a master craftsman, it is ideal in every way",
ITEM.QUALITY.PREFIX.POOR.ADJECTIVE,,Poor,
ITEM.QUALITY.PREFIX.POOR.TOOLTIP,,This item is poorly made and will slightly impede anyone using it,
ITEM.QUALITY.PREFIX.SUPERIOR.ADJECTIVE,,Superior,
ITEM.QUALITY.PREFIX.SUPERIOR.TOOLTIP,,"This item has been crafted with great skill, making it more valuable and easier to use",

ITEM_GROUP.FUEL.PLURAL,,Fuel,Топливо
ITEM_GROUP.PRODUCT.PLURAL,,Products,Продукты
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Ресурсы
ITEM_GROUP.TOOL.PLURAL,,Tools,Инструменты

LANGUAGE.LABEL,,Language,Язык

LIQUID.BEER.NOUN,,Beer,Пиво
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Любимый гномами, это на время даст существенный бонус к счастью. Единственная проблема в том, что они в конечном итоге потребуют этого, чтобы пережить рабочий день »."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Сусло с хмелем
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,"Это заключительный этап производства неферментированного пива перед его помещением в {{FERMENTATION_TANK}} для производства питьевого пива. "
